"sourceCode";"sourceName";"targetCode";"targetName"
"817263992";"FÆRDER KOMMUNE";"3811";"Færder"
"820710592";"LILLESTRØM KOMMUNE";"3030";"Lillestrøm"
"820852982";"KRISTIANSAND KOMMUNE";"4204";"Kristiansand"
"820956532";"KINN KOMMUNE";"4602";"Kinn"
"822534422";"SANDE KOMMUNE";"1514";"Sande"
"834210622";"BØMLO KOMMUNE";"4613";"Bømlo"
"835231712";"MERÅKER KOMMUNE";"5034";"Meråker"
"839893132";"NORD-FRON KOMMUNE";"3436";"Nord-Fron"
"839953062";"UNJÁRGGA GIELDA/NESSEBY KOMMUNE";"5442";"Unjárga - Nesseby"
"840014932";"LYNGEN KOMMUNE";"5424";"Lyngen"
"840029212";"STEINKJER KOMMUNE";"5006";"Steinkjer"
"842566142";"LØRENSKOG KOMMUNE";"3029";"Lørenskog"
"844458312";"BJØRNAFJORDEN KOMMUNE";"4624";"Bjørnafjorden"
"844824122";"VEFSN KOMMUNE";"1824";"Vefsn"
"845152012";"ØKSNES KOMMUNE";"1868";"Øksnes"
"845153272";"FLATANGER KOMMUNE";"5049";"Flatanger"
"845901422";"GILDESKÅL KOMMUNE";"1838";"Gildeskål"
"846316442";"HEMNES KOMMUNE";"1832";"Hemnes"
"847737492";"SORTLAND KOMMUNE/SUORTTÁ SOUHKAN";"1870";"Sortland - Suortá"
"857566122";"LIER KOMMUNE";"3049";"Lier"
"859223672";"TIME KOMMUNE";"1121";"Time"
"861381722";"NORDRE LAND KOMMUNE";"3448";"Nordre Land"
"863320852";"FLAKSTAD KOMMUNE";"1859";"Flakstad"
"864338712";"OSTERØY KOMMUNE";"4630";"Osterøy"
"864948502";"TRYSIL KOMMUNE";"3421";"Trysil"
"864949762";"GJERDRUM KOMMUNE";"3032";"Gjerdrum"
"864950582";"RINGSAKER KOMMUNE";"3411";"Ringsaker"
"864952992";"ÅL KOMMUNE";"3043";"Ål"
"864953042";"SILJAN KOMMUNE";"3812";"Siljan"
"864963552";"TINN KOMMUNE";"3818";"Tinn"
"864964702";"GRIMSTAD KOMMUNE";"4202";"Grimstad"
"864965962";"ÅMLI KOMMUNE";"4217";"Åmli"
"864966012";"IVELAND KOMMUNE";"4218";"Iveland"
"864967272";"SVEIO KOMMUNE";"4612";"Sveio"
"864968422";"FJALER KOMMUNE";"4646";"Fjaler"
"864969682";"KLEPP KOMMUNE";"1120";"Klepp"
"864979092";"HJELMELAND KOMMUNE";"1133";"Hjelmeland"
"864980902";"RAUMA KOMMUNE";"1539";"Rauma"
"864982212";"NAMSSKOGAN KOMMUNE";"5044";"Namsskogan"
"864983472";"TYDAL KOMMUNE";"5033";"Tydal"
"864993982";"BARDU KOMMUNE";"5416";"Bardu"
"864994032";"DYRØY KOMMUNE";"5420";"Dyrøy"
"871034222";"VÅLER KOMMUNE";"3419";"Våler (Innlandet)"
"872417982";"HERØY KOMMUNE";"1818";"Herøy (Nordland)"
"872418032";"RANA KOMMUNE";"1833";"Rana"
"916882807";"SANDEFJORD KOMMUNE";"3804";"Sandefjord"
"917151229";"HOLMESTRAND KOMMUNE";"3802";"Holmestrand"
"918082956";"LARVIK KOMMUNE";"3805";"Larvik"
"920123899";"INDRE ØSTFOLD KOMMUNE";"3014";"Indre Østfold"
"920125298";"ASKER KOMMUNE";"3025";"Asker"
"920290922";"ALVER KOMMUNE";"4631";"Alver"
"920297293";"MIDT-TELEMARK KOMMUNE";"3817";"Midt-Telemark"
"920415288";"ÅLESUND KOMMUNE";"1507";"Ålesund"
"920500633";"ULLENSVANG KOMMUNE";"4618";"Ullensvang"
"920817521";"MOSS KOMMUNE";"3002";"Moss"
"920920004";"HEIM KOMMUNE";"5055";"Heim"
"921060157";"STAD KOMMUNE";"4649";"Stad"
"921060440";"LINDESNES KOMMUNE";"4205";"Lindesnes"
"921133642";"HUSTADVIKA KOMMUNE";"1579";"Hustadvika"
"921221967";"MOLDE KOMMUNE";"1506";"Molde"
"921233418";"ORKLAND KOMMUNE";"5059";"Orkland"
"921234554";"DRAMMEN KOMMUNE";"3005";"Drammen"
"921244207";"SUNNFJORD KOMMUNE";"4647";"Sunnfjord"
"921369417";"SENJA KOMMUNE";"5421";"Senja"
"921383681";"TØNSBERG KOMMUNE";"3803";"Tønsberg"
"921770669";"HAMMERFEST KOMMUNE/HÁMMERFEASTTA SUOHKAN";"5406";"Hammerfest - Hámmerfeasta"
"921785410";"NÆRØYSUND KOMMUNE";"5060";"Nærøysund"
"921806027";"ØRLAND KOMMUNE";"5057";"Ørland"
"921875533";"ÅFJORD KOMMUNE";"5058";"Åfjord"
"921891687";"FJORD KOMMUNE";"1578";"Fjord"
"922092648";"NORDRE FOLLO KOMMUNE";"3020";"Nordre Follo"
"922121893";"SOGNDAL KOMMUNE";"4640";"Sogndal"
"922421498";"LYNGDAL KOMMUNE";"4225";"Lyngdal"
"922530890";"ØYGARDEN KOMMUNE";"4626";"Øygarden"
"933038173";"ETNEDAL KOMMUNE";"3450";"Etnedal"
"933277461";"DRANGEDAL KOMMUNE";"3815";"Drangedal"
"933649768";"ULLENSAKER KOMMUNE";"3033";"Ullensaker"
"934266811";"GAMVIK KOMMUNE";"5439";"Gamvik"
"934945514";"RANDABERG KOMMUNE";"1127";"Randaberg"
"935478715";"BÆRUM KOMMUNE";"3024";"Bærum"
"936846777";"VENNESLA KOMMUNE";"4223";"Vennesla"
"937498764";"VIK KOMMUNE";"4639";"Vik"
"937697767";"HOLTÅLEN KOMMUNE";"5026";"Holtålen"
"938469415";"NORDKAPP KOMMUNE";"5435";"Nordkapp"
"938497524";"GULEN KOMMUNE";"4635";"Gulen"
"938583986";"NOTODDEN KOMMUNE";"3808";"Notodden"
"938587051";"LEVANGER KOMMUNE";"5037";"Levanger"
"938587418";"VERDAL KOMMUNE";"5038";"Verdal"
"938644500";"VÅGAN KOMMUNE";"1865";"Vågan"
"938679088";"NES KOMMUNE";"3034";"Nes"
"938712441";"ALSTAHAUG KOMMUNE";"1820";"Alstahaug"
"938726027";"MELHUS KOMMUNE";"5028";"Melhus"
"938759839";"SKIEN KOMMUNE";"3807";"Skien"
"938772924";"HITRA KOMMUNE";"5056";"Hitra"
"938795592";"BÅTSFJORD KOMMUNE";"5443";"Båtsfjord"
"938801363";"SARPSBORG KOMMUNE";"3003";"Sarpsborg"
"939461450";"ØRSTA KOMMUNE";"1520";"Ørsta"
"939600515";"NESNA KOMMUNE";"1828";"Nesna"
"939607706";"VÅGÅ KOMMUNE";"3435";"Vågå"
"939617671";"SEL KOMMUNE";"3437";"Sel"
"939760946";"VOLDA KOMMUNE";"1577";"Volda"
"939772766";"FYRESDAL KOMMUNE";"3823";"Fyresdal"
"939780777";"HURDAL KOMMUNE";"3037";"Hurdal"
"939849831";"DOVRE KOMMUNE";"3431";"Dovre"
"939864970";"RINGEBU KOMMUNE";"3439";"Ringebu"
"939865942";"SKAUN KOMMUNE";"5029";"Skaun"
"939866914";"STORD KOMMUNE";"4614";"Stord"
"939885684";"FOLLDAL KOMMUNE";"3429";"Folldal"
"939896600";"OVERHALLA KOMMUNE";"5047";"Overhalla"
"939898743";"RØROS KOMMUNE/ROSSEN TJÏELTE";"5025";"Røros - Rosse"
"939901965";"VESTNES KOMMUNE";"1535";"Vestnes"
"939958851";"STJØRDAL KOMMUNE";"5035";"Stjørdal"
"939984194";"ALVDAL KOMMUNE";"3428";"Alvdal"
"939991034";"PORSGRUNN KOMMUNE";"3806";"Porsgrunn"
"940010853";"GRONG KOMMUNE";"5045";"Grong"
"940028515";"RENDALEN KOMMUNE";"3424";"Rendalen"
"940039541";"FREDRIKSTAD KOMMUNE";"3004";"Fredrikstad"
"940083672";"RENNEBU KOMMUNE";"5022";"Rennebu"
"940100925";"RINGERIKE KOMMUNE";"3007";"Ringerike"
"940101808";"TROMSØ KOMMUNE";"5401";"Tromsø"
"940138051";"RINDAL KOMMUNE";"5061";"Rindal"
"940152496";"ÅMOT KOMMUNE";"3422";"Åmot"
"940155223";"GJØVIK KOMMUNE";"3407";"Gjøvik"
"940192404";"TOLGA KOMMUNE";"3426";"Tolga"
"940192692";"TRÆNA KOMMUNE";"1835";"Træna"
"940208580";"BALSFJORD KOMMUNE";"5422";"Balsfjord"
"940244145";"BAMBLE KOMMUNE";"3813";"Bamble"
"940330408";"KARLSØY KOMMUNE";"5423";"Karlsøy"
"940331102";"KVÆNANGEN KOMMUNE";"5429";"Kvænangen"
"940363586";"GÁIVUONA SUOHKAN/KÅFJORD KOMMUNE/KAIVUONON KOMUUNI";"5426";"Gáivuotna - Kåfjord - Kaivuono"
"940400392";"LEBESBY KOMMUNE";"5438";"Lebesby"
"940493021";"ARENDAL KOMMUNE";"4203";"Arendal"
"940642140";"EVENES KOMMUNE/EVENÁ??I SUOHKAN";"1853";"Evenes - Evená??i"
"940643112";"GRANE KOMMUNE";"1825";"Grane"
"940651034";"VEVELSTAD KOMMUNE";"1816";"Vevelstad"
"940667852";"LURØY KOMMUNE";"1834";"Lurøy"
"940755603";"SØRREISA KOMMUNE";"5419";"Sørreisa"
"940791901";"KARMØY KOMMUNE";"1149";"Karmøy"
"940802652";"RÅDE KOMMUNE";"3017";"Råde"
"940837685";"TYNSET KOMMUNE";"3427";"Tynset"
"940875560";"AREMARK KOMMUNE";"3012";"Aremark"
"940898862";"FLESBERG KOMMUNE";"3050";"Flesberg"
"941017975";"VEGA KOMMUNE";"1815";"Vega"
"941087957";"MÅSØY KOMMUNE";"5434";"Måsøy"
"941139787";"AUSTEVOLL KOMMUNE";"4625";"Austevoll"
"941812716";"SKJERVØY KOMMUNE";"5427";"Skjervøy"
"941827195";"SØR-FRON KOMMUNE";"3438";"Sør-Fron"
"941962726";"SKIPTVET KOMMUNE";"3015";"Skiptvet"
"942110286";"SØR-VARANGER KOMMUNE";"5444";"Sør-Varanger"
"942110464";"TRONDHEIM KOMMUNE/TRÅANTEN TJÏELTE";"5001";"Trondheim - Tråante"
"942402465";"KONGSBERG KOMMUNE";"3006";"Kongsberg"
"942570619";"VESTVÅGØY KOMMUNE";"1860";"Vestvågøy"
"942875967";"NAMSOS KOMMUNE/NÅAVMESJENJAELMIEN TJÏELTE";"5007";"Namsos - Nåavmesjenjaelmie"
"943350833";"NORDREISA KOMMUNE/RÁISSA SUOHKAN/RAISIN KOMUUNI";"5428";"Nordreisa - Ráisa - Raisi"
"943464723";"OS KOMMUNE";"3430";"Os"
"943485437";"VESTBY KOMMUNE";"3019";"Vestby"
"943505527";"DEANU GIELDA/TANA KOMMUNE";"5441";"Deatnu - Tana"
"944041036";"FEDJE KOMMUNE";"4633";"Fedje"
"944073310";"FITJAR KOMMUNE";"4615";"Fitjar"
"944073787";"HAUGESUND KOMMUNE";"1106";"Haugesund"
"944117784";"KONGSVINGER KOMMUNE";"3401";"Kongsvinger"
"944227121";"EIDFJORD KOMMUNE";"4619";"Eidfjord"
"944233199";"KVAM KOMMUNE";"4622";"Kvam"
"944305483";"INDRE FOSEN KOMMUNE";"5054";"Indre Fosen"
"944350675";"OSEN KOMMUNE";"5020";"Osen"
"944383565";"NESODDEN KOMMUNE";"3023";"Nesodden"
"944439838";"HØYANGER KOMMUNE";"4638";"Høyanger"
"944482253";"FROSTA KOMMUNE";"5036";"Frosta"
"944484574";"LEKA KOMMUNE";"5052";"Leka"
"944496394";"EIGERSUND KOMMUNE";"1101";"Eigersund"
"944588132";"ALTA KOMMUNE";"5403";"Alta"
"944716904";"AARBORTE  TJÏELTE/HATTFJELLDAL KOMMUNE";"1826";"Aarborte - Hattfjelldal"
"944810277";"SØMNA KOMMUNE";"1812";"Sømna"
"944889116";"HOL KOMMUNE";"3044";"Hol"
"945012986";"SMØLA KOMMUNE";"1573";"Smøla"
"945034572";"LEIRFJORD KOMMUNE";"1822";"Leirfjord"
"945037687";"RØST KOMMUNE";"1856";"Røst"
"945114878";"DØNNA KOMMUNE";"1827";"Dønna"
"945372281";"RAKKESTAD KOMMUNE";"3016";"Rakkestad"
"945452676";"BØ KOMMUNE";"1867";"Bø"
"945468661";"LØDINGEN KOMMUNE";"1851";"Lødingen"
"945475056";"GUOVDAGEAINNU SUOHKAN/KAUTOKEINO KOMMUNE";"5430";"Guovdageaidnu - Kautokeino"
"945578564";"LILLEHAMMER KOMMUNE";"3405";"Lillehammer"
"945624809";"ANDØY KOMMUNE";"1871";"Andøy"
"945627913";"MASFJORDEN KOMMUNE";"4634";"Masfjorden"
"945717173";"RØDØY KOMMUNE";"1836";"Rødøy"
"945962151";"MOSKENES KOMMUNE";"1874";"Moskenes"
"946439045";"FROLAND KOMMUNE";"4214";"Froland"
"948164256";"AURSKOG-HØLAND KOMMUNE";"3026";"Aurskog-Høland"
"948243113";"SOLA KOMMUNE";"1124";"Sola"
"948350823";"AUSTRHEIM KOMMUNE";"4632";"Austrheim"
"952540556";"RÆLINGEN KOMMUNE";"3027";"Rælingen"
"952857991";"ELVERUM KOMMUNE";"3420";"Elverum"
"954597482";"ØVRE EIKER KOMMUNE";"3048";"Øvre Eiker"
"954679721";"ÅRDAL KOMMUNE";"4643";"Årdal"
"954681890";"LÆRDAL KOMMUNE";"4642";"Lærdal"
"958501420";"HADSEL KOMMUNE";"1866";"Hadsel"
"958814968";"BYKLE KOMMUNE";"4222";"Bykle"
"958935420";"OSLO KOMMUNE";"0301";"Oslo"
"959159092";"HALDEN KOMMUNE";"3001";"Halden"
"959220476";"HØYLANDET KOMMUNE";"5046";"Høylandet"
"959272581";"VÅLER KOMMUNE";"3018";"Våler (Viken)"
"959318166";"BREMANGER KOMMUNE";"4648";"Bremanger"
"959377677";"LOM KOMMUNE";"3434";"Lom"
"959411735";"PORSANGER KOMMUNE/PORSÁNGGU GIELDA/PORSANGIN KOMUUNI";"5436";"Porsanger - Porsángu - Porsanki"
"959412340";"TYSNES KOMMUNE";"4616";"Tysnes"
"959435375";"ETNE KOMMUNE";"4611";"Etne"
"959469059";"NARVIK KOMMUNE";"1806";"Narvik"
"959469326";"DIELDDANUORI SUOHKAN/TJELDSUND KOMMUNE";"5412";"Dielddanuorri - Tjeldsund"
"959469415";"GRATANGEN KOMMUNE";"5414";"Gratangen"
"959469792";"IBESTAD KOMMUNE";"5413";"Ibestad"
"959469881";"LOABÁGA SUOHKAN/LAVANGEN KOMMUNE";"5415";"Loabák - Lavangen"
"960010833";"HOLE KOMMUNE";"3038";"Hole"
"960510542";"VOSS HERAD";"4621";"Voss"
"961147867";"BEIARN KOMMUNE";"1839";"Beiarn"
"961381096";"SKJÅK KOMMUNE";"3433";"Skjåk"
"961381185";"ØYER KOMMUNE";"3440";"Øyer"
"961381274";"GAUSDAL KOMMUNE";"3441";"Gausdal"
"961381363";"JEVNAKER KOMMUNE";"3053";"Jevnaker"
"961381452";"LUNNER KOMMUNE";"3054";"Lunner"
"961381541";"GRAN KOMMUNE";"3446";"Gran"
"961381630";"SØNDRE LAND KOMMUNE";"3447";"Søndre Land"
"961381819";"SØR-AURDAL KOMMUNE";"3449";"Sør-Aurdal"
"961381908";"NORD-AURDAL KOMMUNE";"3451";"Nord-Aurdal"
"961382068";"ØYSTRE SLIDRE KOMMUNE";"3453";"Øystre Slidre"
"961382157";"VESTRE SLIDRE KOMMUNE";"3452";"Vestre Slidre"
"961382246";"VANG KOMMUNE";"3454";"Vang"
"961416388";"SALANGEN KOMMUNE";"5417";"Salangen"
"961821967";"VAKSDAL KOMMUNE";"4628";"Vaksdal"
"962299385";"STEIGEN KOMMUNE";"1848";"Steigen"
"962378064";"AVERØY KOMMUNE";"1554";"Averøy"
"962388108";"BERLEVÅG KOMMUNE";"5440";"Berlevåg"
"963063237";"LOPPA KOMMUNE";"5432";"Loppa"
"963376030";"KÁRÁ?JOGA GIELDA/KARASJOK KOMMUNE";"5437";"Kárá?johka - Karasjok"
"963946902";"KRAGERØ KOMMUNE";"3814";"Kragerø"
"963989202";"STRYN KOMMUNE";"4651";"Stryn"
"963999089";"FROGN KOMMUNE";"3022";"Frogn"
"964083266";"FARSUND KOMMUNE";"4206";"Farsund"
"964338442";"ASKØY KOMMUNE";"4627";"Askøy"
"964338531";"BERGEN KOMMUNE";"4601";"Bergen"
"964830711";"HASVIK KOMMUNE";"5433";"Hasvik"
"964944334";"MARKER KOMMUNE";"3013";"Marker"
"964947082";"HVALER KOMMUNE";"3011";"Hvaler"
"964947716";"SØR-ODAL KOMMUNE";"3415";"Sør-Odal"
"964948054";"EIDSKOG KOMMUNE";"3416";"Eidskog"
"964948143";"GRUE KOMMUNE";"3417";"Grue"
"964948232";"ÅSNES KOMMUNE";"3418";"Åsnes"
"964948798";"ÅS KOMMUNE";"3021";"Ås"
"964948887";"STOR-ELVDAL KOMMUNE";"3423";"Stor-Elvdal"
"964948976";"ENGERDAL KOMMUNE";"3425";"Engerdal"
"964949204";"LESJA KOMMUNE";"3432";"Lesja"
"964949581";"ENEBAKK KOMMUNE";"3028";"Enebakk"
"964949859";"ØSTRE TOTEN KOMMUNE";"3442";"Østre Toten"
"964950113";"EIDSVOLL KOMMUNE";"3035";"Eidsvoll"
"964950202";"NANNESTAD KOMMUNE";"3036";"Nannestad"
"964950679";"LØTEN KOMMUNE";"3412";"Løten"
"964950768";"NORD-ODAL KOMMUNE";"3414";"Nord-Odal"
"964950946";"NORE OG UVDAL KOMMUNE";"3052";"Nore og Uvdal"
"964951284";"HORTEN KOMMUNE";"3801";"Horten"
"964951462";"FLÅ KOMMUNE";"3039";"Flå"
"964951640";"NESBYEN KOMMUNE";"3040";"Nesbyen"
"964952612";"GOL KOMMUNE";"3041";"Gol"
"964952701";"HEMSEDAL KOMMUNE";"3042";"Hemsedal"
"964962766";"SIGDAL KOMMUNE";"3045";"Sigdal"
"964962855";"KRØDSHERAD KOMMUNE";"3046";"Krødsherad"
"964963282";"ROLLAG KOMMUNE";"3051";"Rollag"
"964963371";"NOME KOMMUNE";"3816";"Nome"
"964963649";"HJARTDAL KOMMUNE";"3819";"Hjartdal"
"964963738";"SELJORD KOMMUNE";"3820";"Seljord"
"964963827";"KVITESEID KOMMUNE";"3821";"Kviteseid"
"964963916";"HÆGEBOSTAD KOMMUNE";"4226";"Hægebostad"
"964964076";"KVINESDAL KOMMUNE";"4227";"Kvinesdal"
"964964165";"SIRDAL KOMMUNE";"4228";"Sirdal"
"964964343";"NISSEDAL KOMMUNE";"3822";"Nissedal"
"964964521";"TOKKE KOMMUNE";"3824";"Tokke"
"964964610";"VINJE KOMMUNE";"3825";"Vinje"
"964964998";"GJERSTAD KOMMUNE";"4211";"Gjerstad"
"964965048";"VEGÅRSHEI KOMMUNE";"4212";"Vegårshei"
"964965137";"SANDNES KOMMUNE";"1108";"Sandnes"
"964965226";"STAVANGER KOMMUNE";"1103";"Stavanger"
"964965404";"LILLESAND KOMMUNE";"4215";"Lillesand"
"964965692";"SOKNDAL KOMMUNE";"1111";"Sokndal"
"964965781";"TVEDESTRAND KOMMUNE";"4213";"Tvedestrand"
"964965870";"BIRKENES KOMMUNE";"4216";"Birkenes"
"964966109";"EVJE OG HORNNES KOMMUNE";"4219";"Evje og Hornnes"
"964966397";"BYGLAND KOMMUNE";"4220";"Bygland"
"964966486";"LUND KOMMUNE";"1112";"Lund"
"964966575";"VALLE KOMMUNE";"4221";"Valle"
"964966842";"ÅSERAL KOMMUNE";"4224";"Åseral"
"964967369";"FLEKKEFJORD KOMMUNE";"4207";"Flekkefjord"
"964967458";"SOLUND KOMMUNE";"4636";"Solund"
"964967547";"HYLLESTAD KOMMUNE";"4637";"Hyllestad"
"964967636";"KVINNHERAD KOMMUNE";"4617";"Kvinnherad"
"964968063";"AURLAND KOMMUNE";"4641";"Aurland"
"964968241";"LUSTER KOMMUNE";"4644";"Luster"
"964968330";"ASKVOLL KOMMUNE";"4645";"Askvoll"
"964968985";"SAMNANGER KOMMUNE";"4623";"Samnanger"
"964969124";"GLOPPEN KOMMUNE";"4650";"Gloppen"
"964969302";"MODALEN KOMMUNE";"4629";"Modalen"
"964969590";"HÅ KOMMUNE";"1119";"Hå"
"964977402";"RISØR KOMMUNE";"4201";"Risør"
"964978573";"GJESDAL KOMMUNE";"1122";"Gjesdal"
"964978662";"VANYLVEN KOMMUNE";"1511";"Vanylven"
"964978751";"STRAND KOMMUNE";"1130";"Strand"
"964978840";"HERØY KOMMUNE";"1515";"Herøy (Møre og Romsdal)"
"964979189";"SULDAL KOMMUNE";"1134";"Suldal"
"964979278";"HAREID KOMMUNE";"1517";"Hareid"
"964979367";"SAUDA KOMMUNE";"1135";"Sauda"
"964979456";"ULSTEIN KOMMUNE";"1516";"Ulstein"
"964979634";"KVITSØY KOMMUNE";"1144";"Kvitsøy"
"964979723";"BOKN KOMMUNE";"1145";"Bokn"
"964979812";"TYSVÆR KOMMUNE";"1146";"Tysvær"
"964979901";"UTSIRA KOMMUNE";"1151";"Utsira"
"964980098";"STRANDA KOMMUNE";"1525";"Stranda"
"964980365";"SYKKYLVEN KOMMUNE";"1528";"Sykkylven"
"964980543";"SULA KOMMUNE";"1531";"Sula"
"964980721";"GISKE KOMMUNE";"1532";"Giske"
"964981337";"AUKRA KOMMUNE";"1547";"Aukra"
"964981426";"GJEMNES KOMMUNE";"1557";"Gjemnes"
"964981515";"TINGVOLL KOMMUNE";"1560";"Tingvoll"
"964981604";"SUNNDAL KOMMUNE";"1563";"Sunndal"
"964981892";"SURNADAL KOMMUNE";"1566";"Surnadal"
"964982031";"SNÅASEN TJÏELTE/SNÅSA KOMMUNE";"5041";"Snåase - Snåsa"
"964982120";"RAARVIHKEN TJÏELTE/RØYRVIK KOMMUNE";"5043";"Raarvihke - Røyrvik"
"964982597";"FRØYA KOMMUNE";"5014";"Frøya"
"964983003";"OPPDAL KOMMUNE";"5021";"Oppdal"
"964983291";"BRØNNØY KOMMUNE";"1813";"Brønnøy"
"964983380";"BINDAL KOMMUNE";"1811";"Bindal"
"964993602";"VADSØ KOMMUNE";"5405";"Vadsø"
"964994129";"STORFJORD KOMMUNE/OMASVUONA SUOHKAN/OMASVUONON KUNTA";"5425";"Storfjord - Omasvuotna - Omasvuono"
"964994307";"VÆRØY KOMMUNE";"1857";"Værøy"
"970169717";"STANGE KOMMUNE";"3413";"Stange"
"970187715";"MIDTRE GAULDAL KOMMUNE";"5027";"Midtre Gauldal"
"970189866";"MELØY KOMMUNE";"1837";"Meløy"
"970490361";"BJERKREIM KOMMUNE";"1114";"Bjerkreim"
"970491589";"MODUM KOMMUNE";"3047";"Modum"
"970540008";"HAMAR KOMMUNE";"3403";"Hamar"
"970542507";"HÁBMERA SUOHKAN/HAMARØY KOMMUNE";"1875";"Hábmer - Hamarøy"
"971028300";"VESTRE TOTEN KOMMUNE";"3443";"Vestre Toten"
"971035560";"MALVIK KOMMUNE";"5031";"Malvik"
"971159928";"ULVIK HERAD";"4620";"Ulvik"
"971197609";"SELBU KOMMUNE";"5032";"Selbu"
"971643870";"NITTEDAL KOMMUNE";"3031";"Nittedal"
"972417734";"SALTDAL KOMMUNE";"1840";"Saltdal"
"972417750";"SØRFOLD KOMMUNE";"1845";"Sørfold"
"972417963";"LIERNE KOMMUNE";"5042";"Lierne"
"972417971";"HARSTAD KOMMUNE/HÁRSTTÁID SUOHKAN";"5402";"Harstad - Hárstták"
"972417998";"KVÆFJORD KOMMUNE";"5411";"Kvæfjord"
"972418005";"MÅLSELV KOMMUNE";"5418";"Målselv"
"972418013";"BODØ KOMMUNE";"1804";"Bodø"
"972418021";"FAUSKE KOMMUNE/FUOSKO SUOHKAN";"1841";"Fauske - Fuossko"
"972418048";"VARDØ KOMMUNE";"5404";"Vardø"
"988893226";"VINDAFJORD KOMMUNE";"1160";"Vindafjord"
"988913898";"AURE KOMMUNE";"1576";"Aure"
"991891919";"KRISTIANSUND KOMMUNE";"1505";"Kristiansund"
"997391853";"INDERØY KOMMUNE";"5053";"Inderøy"
