circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,t_Start,t_PC,t_EE,R_EE,C_snubber,R_snubber,R_Branch,L_Branch,Length_Busbar,L_Busbar_per_m,L_Busbar,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RSD1.A23B1,MS_1AP,11,0.029,1.18E-09,0.15,0.0063,0.05,0,0.2,430.008,0.704,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A23B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00637,0.05,0,0.2,430.008,0.698,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A34B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00676,0.05,0,0.2,430.008,0.691,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A34B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00735,0.05,0,0.2,430.008,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A45B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00702,0.05,0,0.2,430.008,0.689,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A45B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00724,0.05,0,0.2,430.008,0.693,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A56B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00365,0.05,0,0.2,430.008,0.68,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A56B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00514,0.05,0,0.2,430.008,0.704,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A67B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00611,0.05,0,0.2,430.008,0.706,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A67B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00597,0.05,0,0.2,430.008,0.688,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A78B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00665,0.05,0,0.2,430.008,0.718,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A78B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00657,0.05,0,0.2,430.008,0.703,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A81B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00755,0.05,0,0.2,430.008,0.705,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD1.A81B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00746,0.05,0,0.2,430.008,0.673,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A12B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00607,0.05,0,0.2,430.008,0.66,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A12B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00598,0.05,0,0.2,430.008,0.68,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A23B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00619,0.05,0,0.2,430.008,0.695,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A23B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00656,0.05,0,0.2,430.008,0.695,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A34B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00661,0.05,0,0.2,430.008,0.695,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A34B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00693,0.05,0,0.2,430.008,0.695,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A45B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00743,0.05,0,0.2,430.008,0.689,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A45B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00723,0.05,0,0.2,430.008,0.696,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A56B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00342,0.05,0,0.2,430.008,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A56B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00508,0.05,0,0.2,430.008,0.692,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A67B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00238,0.05,0,0.2,430.008,0.706,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A67B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00629,0.05,0,0.2,430.008,0.674,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A78B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00678,0.05,0,0.2,430.008,0.698,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A78B2,MS_1AP,11,0.029,1.18E-09,0.15,0.00661,0.05,0,0.2,430.008,0.708,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A81B1,MS_1AP,11,0.029,1.18E-09,0.15,0.00729,0.05,0,0.2,430.008,0.717,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSD2.A81B2,MS_1AP,11,0.029,1.18E-09,0.15,0.0075,0.05,0,0.2,430.008,0.688,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A12B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00602,0.05,0,0.2,430.008,0.666,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A12B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00636,0.05,0,0.2,430.008,0.677,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A23B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00642,0.05,0,0.2,430.008,0.692,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A23B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00663,0.05,0,0.2,430.008,0.687,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A34B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00706,0.05,0,0.2,430.008,0.701,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A34B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00713,0.05,0,0.2,430.008,0.698,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A45B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00674,0.05,0,0.2,430.008,0.704,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A45B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00697,0.05,0,0.2,430.008,0.692,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A56B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00393,0.05,0,0.2,430.008,0.693,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A56B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00525,0.05,0,0.2,430.008,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A67B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00635,0.05,0,0.2,430.008,0.682,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A67B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00622,0.05,0,0.2,430.008,0.708,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A78B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00673,0.05,0,0.2,430.008,0.705,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A78B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00664,0.05,0,0.2,430.008,0.697,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A81B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00731,0.05,0,0.2,430.008,0.68,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF1.A81B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00708,0.05,0,0.2,430.008,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A12B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00632,0.05,0,0.2,430.008,0.683,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A12B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00613,0.05,0,0.2,430.008,0.665,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A23B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00649,0.05,0,0.2,430.008,0.712,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A23B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00674,0.05,0,0.2,430.008,0.708,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A34B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00676,0.05,0,0.2,430.008,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A34B2,MS_1AP,10,0.029,1.18E-09,0.15,0.0071,0.05,0,0.2,430.008,0.683,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A45B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00691,0.05,0,0.2,430.008,0.703,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A45B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00697,0.05,0,0.2,430.008,0.706,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A56B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00375,0.05,0,0.2,430.008,0.706,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A56B2,MS_1AP,10,0.029,1.18E-09,0.15,0.0052,0.05,0,0.2,430.008,0.702,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A67B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00232,0.05,0,0.2,430.008,0.7,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A67B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00623,0.05,0,0.2,430.008,0.705,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A78B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00676,0.05,0,0.2,430.008,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A78B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00661,0.05,0,0.2,430.008,0.728,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A81B1,MS_1AP,10,0.029,1.18E-09,0.15,0.00758,0.05,0,0.2,430.008,0.705,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSF2.A81B2,MS_1AP,10,0.029,1.18E-09,0.15,0.00732,0.05,0,0.2,430.008,0.688,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.50E-01,1.00E+01,2.00E+01,4.30E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A12B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00362,0.05,0,0.2,460.017,0.707,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A12B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00381,0.05,0,0.2,460.017,0.694,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A23B1,MSS_1AP,4,0.029,1.18E-09,0.15,0.00564,0.05,0,0.2,460.017,0.693,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RSS.A23B2,MSS_1AP,4,0.029,1.18E-09,0.15,0.00544,0.05,0,0.2,460.017,0.716,0.0008,1,0.00044,1.00E-06,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.40E+00,1.00E-01,1.00E+01,2.00E+01,4.60E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
