circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,R_ground,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RCBCV7.L4B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.025851599,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L5B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.035074541,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L7B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.038181691,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.L8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.023400322,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R1B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.023884164,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.020199933,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R3B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.219382461,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R4B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.029403773,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R5B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.023961451,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R7B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.031080295,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV7.R8B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.046900366,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L1B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.034418636,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.049822797,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L3B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.031861431,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L4B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.023134489,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L5B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.032230235,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L6B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.030540599,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L7B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.031562412,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.L8B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.020625977,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R1B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.027121695,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R2B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.021778318,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R3B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.230856221,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R4B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.021277835,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R5B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.027769017,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R6B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.026480311,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R7B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.026115702,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV8.R8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.043110059,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L1B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.049078459,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L2B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.037600918,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L3B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.039703498,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L4B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.03138027,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L5B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.0499011,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L6B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.046291058,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L7B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.047465546,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.L8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.035874245,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R1B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.044809305,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.037227072,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R3B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.248718154,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R4B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.029958669,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R5B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.04456226,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R6B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.042388675,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R7B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.042720636,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCV9.R8B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.033899063,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCVS5.L8B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.037485674,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCVS5.L8B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.036154612,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCVS5.R2B1,MCBCV,1,2.84,4.22E-09,1.00E+09,0.028899517,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBCVS5.R2B2,MCBCV,1,2.84,4.22E-09,1.00E+09,0.029069543,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,200,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.L1B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.01468034,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.L2B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.045248388,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.L5B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.008083949,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.L6B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.015124402,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.L8B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.034307609,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.R1B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.021504514,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.R2B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.029298898,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.R5B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.014957951,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.R6B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.016461487,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH4.R8B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.056542298,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH5.L2B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.061200323,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH5.L4B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.040633346,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH5.L6B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.040198567,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH5.R4B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.041714682,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH5.R6B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.039265761,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH5.R8B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.047488661,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH6.L4B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.038355914,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYH6.R4B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.042774892,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L1B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.017038336,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L1B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.015526212,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L2B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.044728362,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L2B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.045095347,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L5B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.016658123,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L5B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.008751005,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L8B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.033874701,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.L8B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.032831839,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R1B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.019998599,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R1B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.021258069,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R2B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.028967015,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R2B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.028016628,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R5B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.01429237,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R5B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.014313866,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R8B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.043390006,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS4.R8B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.04143525,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS5.L2B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.060891066,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS5.L2B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.062078421,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS5.R8B1,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.05233263,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYHS5.R8B2,MCBCYH,1,5.27,4.22E-09,1.00E+09,0.046074541,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.L1B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.015890722,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.L2B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.045738104,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.L5B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.008009685,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.L6B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.014409793,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.L8B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.034389945,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.R1B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.019032412,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.R2B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.029334968,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.R5B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.014439534,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.R6B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.016906503,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV4.R8B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.04455788,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV5.L2B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.060932401,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV5.L4B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.04170232,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV5.L6B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.038964954,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV5.R4B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.04072392,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV5.R6B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.039417553,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV5.R8B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.047491362,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV6.L4B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.039847997,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYV6.R4B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.041276813,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L1B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.014471392,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L1B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.015429779,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L2B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.045433796,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L2B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.044493452,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L5B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.007699848,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L5B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.008175778,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L8B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.035440776,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.L8B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.032987419,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R1B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.020501456,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R1B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.019848602,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R2B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.029416177,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R2B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.027619863,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R5B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.01508361,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R5B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.013911978,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R8B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.048929877,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS4.R8B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.041514509,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS5.L2B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.060397419,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS5.L2B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.059885899,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS5.R8B1,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.046408591,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBYVS5.R8B2,MCBCYV,1,5.27,4.22E-09,1.00E+09,0.045772769,8.00E-02,1.00E+09,0,40,72,0.667,0.25,10,20,155,1.00E-02,1.00E-09,1.00E-09,1.00E+06
