Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2
RB.A23,MB.C26R2,4559.6601,INT,L,A,EVEN,51,128,LBALB.26R2,LBALB_26R2
RB.A23,MB.A27R2,4581.7901,INT,L,B,ODD,27,27,LBBLA.27R2,LBBLA_27R2
RB.A23,MB.B27R2,4597.4501,INT,L,A,EVEN,50,127,LBALA.27R2,LBALA_27R2
RB.A23,MB.C27R2,4613.1101,INT,L,B,ODD,28,28,LBBLD.27R2,LBBLD_27R2
RB.A23,MB.A28R2,4635.2401,INT,L,A,EVEN,49,126,LBALA.28R2,LBALA_28R2
RB.A23,MB.B28R2,4650.9001,INT,L,B,ODD,29,29,LBBLA.28R2,LBBLA_28R2
RB.A23,MB.C28R2,4666.5601,INT,L,A,EVEN,48,125,LBALB.28R2,LBALB_28R2
RB.A23,MB.A29R2,4688.6901,INT,L,B,ODD,30,30,LBBLA.29R2,LBBLA_29R2
RB.A23,MB.B29R2,4704.3501,INT,L,A,EVEN,47,124,LBALA.29R2,LBALA_29R2
RB.A23,MB.C29R2,4720.0101,INT,L,B,ODD,31,31,LBBLD.29R2,LBBLD_29R2
RB.A23,MB.A30R2,4742.1401,INT,L,A,EVEN,46,123,LBALA.30R2,LBALA_30R2
RB.A23,MB.B30R2,4757.8001,INT,L,B,ODD,32,32,LBBLA.30R2,LBBLA_30R2
RB.A23,MB.C30R2,4773.4601,INT,L,A,EVEN,45,122,LBALB.30R2,LBALB_30R2
RB.A23,MB.A31R2,4795.5901,INT,L,B,ODD,33,33,LBBLA.31R2,LBBLA_31R2
RB.A23,MB.B31R2,4811.2501,INT,L,A,EVEN,44,121,LBALA.31R2,LBALA_31R2
RB.A23,MB.C31R2,4826.9101,INT,L,B,ODD,34,34,LBBLD.31R2,LBBLD_31R2
RB.A23,MB.A32R2,4849.0401,INT,L,A,EVEN,43,120,LBALA.32R2,LBALA_32R2
RB.A23,MB.B32R2,4864.7001,INT,L,B,ODD,35,35,LBBLA.32R2,LBBLA_32R2
RB.A23,MB.C32R2,4880.3601,INT,L,A,EVEN,42,119,LBALB.32R2,LBALB_32R2
RB.A23,MB.A33R2,4902.4901,INT,L,B,ODD,36,36,LBBLA.33R2,LBBLA_33R2
RB.A23,MB.B33R2,4918.1501,INT,L,A,EVEN,41,118,LBALA.33R2,LBALA_33R2
RB.A23,MB.C33R2,4933.8101,INT,L,B,ODD,37,37,LBBLD.33R2,LBBLD_33R2
RB.A23,MB.A34R2,4955.9401,INT,L,A,EVEN,40,117,LBALA.34R2,LBALA_34R2
RB.A23,MB.B34R2,4971.6001,INT,L,B,ODD,38,38,LBBLA.34R2,LBBLA_34R2
RB.A23,MB.C34R2,4987.2601,INT,L,A,EVEN,39,116,LBALB.34R2,LBALB_34R2
RB.A23,MB.C34L3,5009.3901,INT,L,B,ODD,39,39,LBBLA.34L3,LBBLA_34L3
RB.A23,MB.B34L3,5025.0501,INT,L,A,EVEN,38,115,LBALA.34L3,LBALA_34L3
RB.A23,MB.A34L3,5040.7101,INT,L,B,ODD,40,40,LBBLD.34L3,LBBLD_34L3
RB.A23,MB.C33L3,5062.8401,INT,L,A,EVEN,37,114,LBALA.33L3,LBALA_33L3
RB.A23,MB.B33L3,5078.5001,INT,L,B,ODD,41,41,LBBLA.33L3,LBBLA_33L3
RB.A23,MB.A33L3,5094.1601,INT,L,A,EVEN,36,113,LBALB.33L3,LBALB_33L3
RB.A23,MB.C32L3,5116.2901,INT,L,B,ODD,42,42,LBBLA.32L3,LBBLA_32L3
RB.A23,MB.B32L3,5131.9501,INT,L,A,EVEN,35,112,LBALA.32L3,LBALA_32L3
RB.A23,MB.A32L3,5147.6101,INT,L,B,ODD,43,43,LBBLD.32L3,LBBLD_32L3
RB.A23,MB.C31L3,5169.7401,INT,L,A,EVEN,34,111,LBALA.31L3,LBALA_31L3
RB.A23,MB.B31L3,5185.4001,INT,L,B,ODD,44,44,LBBLA.31L3,LBBLA_31L3
RB.A23,MB.A31L3,5201.0601,INT,L,A,EVEN,33,110,LBALB.31L3,LBALB_31L3
RB.A23,MB.C30L3,5223.1901,INT,L,B,ODD,45,45,LBBLA.30L3,LBBLA_30L3
RB.A23,MB.B30L3,5238.8501,INT,L,A,EVEN,32,109,LBALA.30L3,LBALA_30L3
RB.A23,MB.A30L3,5254.5101,INT,L,B,ODD,46,46,LBBLD.30L3,LBBLD_30L3
RB.A23,MB.C29L3,5276.6401,INT,L,A,EVEN,31,108,LBALA.29L3,LBALA_29L3
RB.A23,MB.B29L3,5292.3001,INT,L,B,ODD,47,47,LBBLA.29L3,LBBLA_29L3
RB.A23,MB.A29L3,5307.9601,INT,L,A,EVEN,30,107,LBALB.29L3,LBALB_29L3
RB.A23,MB.C28L3,5330.0901,INT,L,B,ODD,48,48,LBBLA.28L3,LBBLA_28L3
RB.A23,MB.B28L3,5345.7501,INT,L,A,EVEN,29,106,LBALA.28L3,LBALA_28L3
RB.A23,MB.A28L3,5361.4101,INT,L,B,ODD,49,49,LBBLD.28L3,LBBLD_28L3
RB.A23,MB.C27L3,5383.5401,INT,L,A,EVEN,28,105,LBALA.27L3,LBALA_27L3
RB.A23,MB.B27L3,5399.2001,INT,L,B,ODD,50,50,LBBLA.27L3,LBBLA_27L3
RB.A23,MB.A27L3,5414.8601,INT,L,A,EVEN,27,104,LBALB.27L3,LBALB_27L3
RB.A23,MB.C26L3,5436.9901,INT,L,B,ODD,51,51,LBBLA.26L3,LBBLA_26L3
RB.A23,MB.B26L3,5452.6501,INT,L,A,EVEN,26,103,LBALA.26L3,LBALA_26L3
RB.A23,MB.A26L3,5468.3101,INT,L,B,ODD,52,52,LBBLD.26L3,LBBLD_26L3
RB.A23,MB.C25L3,5490.4401,INT,L,A,EVEN,25,102,LBALA.25L3,LBALA_25L3
RB.A23,MB.B25L3,5506.1001,INT,L,B,ODD,53,53,LBBLA.25L3,LBBLA_25L3
RB.A23,MB.A25L3,5521.7601,INT,L,A,EVEN,24,101,LBALB.25L3,LBALB_25L3
RB.A23,MB.C24L3,5543.8901,INT,L,B,ODD,54,54,LBBLA.24L3,LBBLA_24L3
RB.A23,MB.B24L3,5559.5501,INT,L,A,EVEN,23,100,LBALA.24L3,LBALA_24L3
RB.A23,MB.A24L3,5575.2101,INT,L,B,ODD,55,55,LBBLD.24L3,LBBLD_24L3
RB.A23,MB.C23L3,5597.3401,INT,L,A,EVEN,22,99,LBALA.23L3,LBALA_23L3
RB.A23,MB.B23L3,5613.0001,INT,L,B,ODD,56,56,LBBLA.23L3,LBBLA_23L3
RB.A23,MB.A23L3,5628.6601,INT,L,A,EVEN,21,98,LBALB.23L3,LBALB_23L3
RB.A23,MB.C22L3,5650.7901,INT,L,B,ODD,57,57,LBBLA.22L3,LBBLA_22L3
RB.A23,MB.B22L3,5666.4501,INT,L,A,EVEN,20,97,LBALA.22L3,LBALA_22L3
RB.A23,MB.A22L3,5682.1101,INT,L,B,ODD,58,58,LBBLD.22L3,LBBLD_22L3
RB.A23,MB.C21L3,5704.2401,INT,L,A,EVEN,19,96,LBALA.21L3,LBALA_21L3
RB.A23,MB.B21L3,5719.9001,INT,L,B,ODD,59,59,LBBLA.21L3,LBBLA_21L3
RB.A23,MB.A21L3,5735.5601,INT,L,A,EVEN,18,95,LBALB.21L3,LBALB_21L3
RB.A23,MB.C20L3,5757.6901,INT,L,B,ODD,60,60,LBBLA.20L3,LBBLA_20L3
RB.A23,MB.B20L3,5773.3501,INT,L,A,EVEN,17,94,LBALA.20L3,LBALA_20L3
RB.A23,MB.A20L3,5789.0101,INT,L,B,ODD,61,61,LBBLD.20L3,LBBLD_20L3
RB.A23,MB.C19L3,5811.1401,INT,L,A,EVEN,16,93,LBALA.19L3,LBALA_19L3
RB.A23,MB.B19L3,5826.8001,INT,L,B,ODD,62,62,LBBLA.19L3,LBBLA_19L3
RB.A23,MB.A19L3,5842.4601,INT,L,A,EVEN,15,92,LBALB.19L3,LBALB_19L3
RB.A23,MB.C18L3,5864.5901,INT,L,B,ODD,63,63,LBBLA.18L3,LBBLA_18L3
RB.A23,MB.B18L3,5880.2501,INT,L,A,EVEN,14,91,LBALA.18L3,LBALA_18L3
RB.A23,MB.A18L3,5895.9101,INT,L,B,ODD,64,64,LBBLD.18L3,LBBLD_18L3
RB.A23,MB.C17L3,5918.0401,INT,L,A,EVEN,13,90,LBALA.17L3,LBALA_17L3
RB.A23,MB.B17L3,5933.7001,INT,L,B,ODD,65,65,LBBLA.17L3,LBBLA_17L3
RB.A23,MB.A17L3,5949.3601,INT,L,A,EVEN,12,89,LBALB.17L3,LBALB_17L3
RB.A23,MB.C16L3,5971.4901,INT,L,B,ODD,66,66,LBBLA.16L3,LBBLA_16L3
RB.A23,MB.B16L3,5987.1501,INT,L,A,EVEN,11,88,LBALA.16L3,LBALA_16L3
RB.A23,MB.A16L3,6002.8101,INT,L,B,ODD,67,67,LBBLD.16L3,LBBLD_16L3
RB.A23,MB.C15L3,6024.9401,INT,L,A,EVEN,10,87,LBALA.15L3,LBALA_15L3
RB.A23,MB.B15L3,6040.6001,INT,L,B,ODD,68,68,LBBLA.15L3,LBBLA_15L3
RB.A23,MB.A15L3,6056.2601,INT,L,A,EVEN,9,86,LBALB.15L3,LBALB_15L3
RB.A23,MB.C14L3,6078.3901,INT,L,B,ODD,69,69,LBBLA.14L3,LBBLA_14L3
RB.A23,MB.B14L3,6094.0501,INT,L,A,EVEN,8,85,LBALA.14L3,LBALA_14L3
RB.A23,MB.A14L3,6109.7101,INT,L,B,ODD,70,70,LBBLD.14L3,LBBLD_14L3
RB.A23,MB.C13L3,6131.8401,INT,L,A,EVEN,7,84,LBALA.13L3,LBALA_13L3
RB.A23,MB.B13L3,6147.5001,INT,L,B,ODD,71,71,LBBLA.13L3,LBBLA_13L3
RB.A23,MB.A13L3,6163.1601,INT,L,A,EVEN,6,83,LBALB.13L3,LBALB_13L3
RB.A23,MB.C12L3,6185.2901,INT,L,B,ODD,72,72,LBBLA.12L3,LBBLA_12L3
RB.A23,MB.B12L3,6200.9501,INT,L,A,EVEN,5,82,LBALA.12L3,LBALA_12L3
RB.A23,MB.A12L3,6216.6101,INT,L,B,ODD,73,73,LBBLD.12L3,LBBLD_12L3
RB.A23,MB.B11L3,6253.7318,INT,L,A,EVEN,4,81,LBALA.11L3,LBALA_11L3
RB.A23,MB.A11L3,6269.3918,INT,L,B,ODD,74,74,LBBLB.11L3,LBBLB_11L3
RB.A23,MB.B10L3,6292.7968,INT,L,A,EVEN,3,80,LBALA.10L3,LBALA_10L3
RB.A23,MB.A10L3,6308.4568,INT,L,B,ODD,75,75,LBBLD.10L3,LBBLD_10L3
RB.A23,MB.B9L3,6333.2618,INT,L,A,EVEN,2,79,LBALA.9L3,LBALA_09L3
RB.A23,MB.A9L3,6348.9218,INT,L,B,ODD,76,76,LBBLB.9L3,LBBLB_09L3
RB.A23,MB.B8L3,6372.3268,INT,L,A,EVEN,1,78,LBALA.8L3,LBALA_08L3
RB.A23,MB.A8L3,6387.9868,INT,L,B,ODD,77,77,LBBLR.8L3,LBBLR_08L3
RB.A34,MB.A8R3,6941.4548,INT,L,A,ODD,77,77,LBALA.8R3,LBALA_08R3
RB.A34,MB.B8R3,6957.1148,INT,L,B,EVEN,1,78,LBBLB.8R3,LBBLB_08R3
RB.A34,MB.A9R3,6980.5198,INT,L,A,ODD,76,76,LBALA.9R3,LBALA_09R3
RB.A34,MB.B9R3,6996.1798,INT,L,B,EVEN,2,79,LBBLD.9R3,LBBLD_09R3
RB.A34,MB.A10R3,7020.9848,INT,L,A,ODD,75,75,LBALA.10R3,LBALA_10R3
RB.A34,MB.B10R3,7036.6448,INT,L,B,EVEN,3,80,LBBLB.10R3,LBBLB_10R3
RB.A34,MB.A11R3,7060.0498,INT,L,A,ODD,74,74,LBALA.11R3,LBALA_11R3
RB.A34,MB.B11R3,7075.7098,INT,L,B,EVEN,4,81,LBBLA.11R3,LBBLA_11R3
RB.A34,MB.A12R3,7112.8315,INT,L,A,ODD,73,73,LBALA.12R3,LBALA_12R3
RB.A34,MB.B12R3,7128.4915,INT,L,B,EVEN,5,82,LBBLA.12R3,LBBLA_12R3
RB.A34,MB.C12R3,7144.1515,INT,L,A,ODD,72,72,LBALB.12R3,LBALB_12R3
RB.A34,MB.A13R3,7166.2815,INT,L,B,EVEN,6,83,LBBLA.13R3,LBBLA_13R3
RB.A34,MB.B13R3,7181.9415,INT,L,A,ODD,71,71,LBALA.13R3,LBALA_13R3
RB.A34,MB.C13R3,7197.6015,INT,L,B,EVEN,7,84,LBBLD.13R3,LBBLD_13R3
RB.A34,MB.A14R3,7219.7315,INT,L,A,ODD,70,70,LBALA.14R3,LBALA_14R3
RB.A34,MB.B14R3,7235.3915,INT,L,B,EVEN,8,85,LBBLA.14R3,LBBLA_14R3
RB.A34,MB.C14R3,7251.0515,INT,L,A,ODD,69,69,LBALB.14R3,LBALB_14R3
RB.A34,MB.A15R3,7273.1815,INT,L,B,EVEN,9,86,LBBLA.15R3,LBBLA_15R3
RB.A34,MB.B15R3,7288.8415,INT,L,A,ODD,68,68,LBALA.15R3,LBALA_15R3
RB.A34,MB.C15R3,7304.5015,INT,L,B,EVEN,10,87,LBBLD.15R3,LBBLD_15R3
RB.A34,MB.A16R3,7326.6315,INT,L,A,ODD,67,67,LBALA.16R3,LBALA_16R3
RB.A34,MB.B16R3,7342.2915,INT,L,B,EVEN,11,88,LBBLA.16R3,LBBLA_16R3
RB.A34,MB.C16R3,7357.9515,INT,L,A,ODD,66,66,LBALB.16R3,LBALB_16R3
RB.A34,MB.A17R3,7380.0815,INT,L,B,EVEN,12,89,LBBLA.17R3,LBBLA_17R3
RB.A34,MB.B17R3,7395.7415,INT,L,A,ODD,65,65,LBALA.17R3,LBALA_17R3
RB.A34,MB.C17R3,7411.4015,INT,L,B,EVEN,13,90,LBBLD.17R3,LBBLD_17R3
RB.A34,MB.A18R3,7433.5315,INT,L,A,ODD,64,64,LBALA.18R3,LBALA_18R3
RB.A34,MB.B18R3,7449.1915,INT,L,B,EVEN,14,91,LBBLA.18R3,LBBLA_18R3
RB.A34,MB.C18R3,7464.8515,INT,L,A,ODD,63,63,LBALB.18R3,LBALB_18R3
RB.A34,MB.A19R3,7486.9815,INT,L,B,EVEN,15,92,LBBLA.19R3,LBBLA_19R3
RB.A34,MB.B19R3,7502.6415,INT,L,A,ODD,62,62,LBALA.19R3,LBALA_19R3
RB.A34,MB.C19R3,7518.3015,INT,L,B,EVEN,16,93,LBBLD.19R3,LBBLD_19R3
RB.A34,MB.A20R3,7540.4315,INT,L,A,ODD,61,61,LBALA.20R3,LBALA_20R3
RB.A34,MB.B20R3,7556.0915,INT,L,B,EVEN,17,94,LBBLA.20R3,LBBLA_20R3
RB.A34,MB.C20R3,7571.7515,INT,L,A,ODD,60,60,LBALB.20R3,LBALB_20R3
RB.A34,MB.A21R3,7593.8815,INT,L,B,EVEN,18,95,LBBLA.21R3,LBBLA_21R3
RB.A34,MB.B21R3,7609.5415,INT,L,A,ODD,59,59,LBALA.21R3,LBALA_21R3
RB.A34,MB.C21R3,7625.2015,INT,L,B,EVEN,19,96,LBBLD.21R3,LBBLD_21R3
RB.A34,MB.A22R3,7647.3315,INT,L,A,ODD,58,58,LBALA.22R3,LBALA_22R3
RB.A34,MB.B22R3,7662.9915,INT,L,B,EVEN,20,97,LBBLA.22R3,LBBLA_22R3
RB.A34,MB.C22R3,7678.6515,INT,L,A,ODD,57,57,LBALB.22R3,LBALB_22R3
RB.A34,MB.A23R3,7700.7815,INT,L,B,EVEN,21,98,LBBLA.23R3,LBBLA_23R3
RB.A34,MB.B23R3,7716.4415,INT,L,A,ODD,56,56,LBALA.23R3,LBALA_23R3
RB.A34,MB.C23R3,7732.1015,INT,L,B,EVEN,22,99,LBBLD.23R3,LBBLD_23R3
RB.A34,MB.A24R3,7754.2315,INT,L,A,ODD,55,55,LBALA.24R3,LBALA_24R3
RB.A34,MB.B24R3,7769.8915,INT,L,B,EVEN,23,100,LBBLA.24R3,LBBLA_24R3
RB.A34,MB.C24R3,7785.5515,INT,L,A,ODD,54,54,LBALB.24R3,LBALB_24R3
RB.A34,MB.A25R3,7807.6815,INT,L,B,EVEN,24,101,LBBLA.25R3,LBBLA_25R3
RB.A34,MB.B25R3,7823.3415,INT,L,A,ODD,53,53,LBALA.25R3,LBALA_25R3
RB.A34,MB.C25R3,7839.0015,INT,L,B,EVEN,25,102,LBBLD.25R3,LBBLD_25R3
RB.A34,MB.A26R3,7861.1315,INT,L,A,ODD,52,52,LBALA.26R3,LBALA_26R3
RB.A34,MB.B26R3,7876.7915,INT,L,B,EVEN,26,103,LBBLA.26R3,LBBLA_26R3
RB.A34,MB.C26R3,7892.4515,INT,L,A,ODD,51,51,LBALB.26R3,LBALB_26R3
RB.A34,MB.A27R3,7914.5815,INT,L,B,EVEN,27,104,LBBLA.27R3,LBBLA_27R3
RB.A34,MB.B27R3,7930.2415,INT,L,A,ODD,50,50,LBALA.27R3,LBALA_27R3
RB.A34,MB.C27R3,7945.9015,INT,L,B,EVEN,28,105,LBBLD.27R3,LBBLD_27R3
RB.A34,MB.A28R3,7968.0315,INT,L,A,ODD,49,49,LBALA.28R3,LBALA_28R3
RB.A34,MB.B28R3,7983.6915,INT,L,B,EVEN,29,106,LBBLA.28R3,LBBLA_28R3
RB.A34,MB.C28R3,7999.3515,INT,L,A,ODD,48,48,LBALB.28R3,LBALB_28R3
RB.A34,MB.A29R3,8021.4815,INT,L,B,EVEN,30,107,LBBLA.29R3,LBBLA_29R3
RB.A34,MB.B29R3,8037.1415,INT,L,A,ODD,47,47,LBALA.29R3,LBALA_29R3
RB.A34,MB.C29R3,8052.8015,INT,L,B,EVEN,31,108,LBBLD.29R3,LBBLD_29R3
RB.A34,MB.A30R3,8074.9315,INT,L,A,ODD,46,46,LBALA.30R3,LBALA_30R3
RB.A34,MB.B30R3,8090.5915,INT,L,B,EVEN,32,109,LBBLA.30R3,LBBLA_30R3
RB.A34,MB.C30R3,8106.2515,INT,L,A,ODD,45,45,LBALB.30R3,LBALB_30R3
RB.A34,MB.A31R3,8128.3815,INT,L,B,EVEN,33,110,LBBLA.31R3,LBBLA_31R3
RB.A34,MB.B31R3,8144.0415,INT,L,A,ODD,44,44,LBALA.31R3,LBALA_31R3
RB.A34,MB.C31R3,8159.7015,INT,L,B,EVEN,34,111,LBBLD.31R3,LBBLD_31R3
RB.A34,MB.A32R3,8181.8315,INT,L,A,ODD,43,43,LBALA.32R3,LBALA_32R3
RB.A34,MB.B32R3,8197.4915,INT,L,B,EVEN,35,112,LBBLA.32R3,LBBLA_32R3
RB.A34,MB.C32R3,8213.1515,INT,L,A,ODD,42,42,LBALB.32R3,LBALB_32R3
RB.A34,MB.A33R3,8235.2815,INT,L,B,EVEN,36,113,LBBLA.33R3,LBBLA_33R3
RB.A34,MB.B33R3,8250.9415,INT,L,A,ODD,41,41,LBALA.33R3,LBALA_33R3
RB.A34,MB.C33R3,8266.6015,INT,L,B,EVEN,37,114,LBBLD.33R3,LBBLD_33R3
RB.A34,MB.A34R3,8288.7315,INT,L,A,ODD,40,40,LBALA.34R3,LBALA_34R3
RB.A34,MB.B34R3,8304.3915,INT,L,B,EVEN,38,115,LBBLA.34R3,LBBLA_34R3
RB.A34,MB.C34R3,8320.0515,INT,L,A,ODD,39,39,LBALB.34R3,LBALB_34R3
RB.A34,MB.C34L4,8342.1815,INT,L,B,EVEN,39,116,LBBLA.34L4,LBBLA_34L4
RB.A34,MB.B34L4,8357.8415,INT,L,A,ODD,38,38,LBALA.34L4,LBALA_34L4
RB.A34,MB.A34L4,8373.5015,INT,L,B,EVEN,40,117,LBBLD.34L4,LBBLD_34L4
RB.A34,MB.C33L4,8395.6315,INT,L,A,ODD,37,37,LBALA.33L4,LBALA_33L4
RB.A34,MB.B33L4,8411.2915,INT,L,B,EVEN,41,118,LBBLA.33L4,LBBLA_33L4
RB.A34,MB.A33L4,8426.9515,INT,L,A,ODD,36,36,LBALB.33L4,LBALB_33L4
RB.A34,MB.C32L4,8449.0815,INT,L,B,EVEN,42,119,LBBLA.32L4,LBBLA_32L4
RB.A34,MB.B32L4,8464.7415,INT,L,A,ODD,35,35,LBALA.32L4,LBALA_32L4
RB.A34,MB.A32L4,8480.4015,INT,L,B,EVEN,43,120,LBBLD.32L4,LBBLD_32L4
RB.A34,MB.C31L4,8502.5315,INT,L,A,ODD,34,34,LBALA.31L4,LBALA_31L4
RB.A34,MB.B31L4,8518.1915,INT,L,B,EVEN,44,121,LBBLA.31L4,LBBLA_31L4
RB.A34,MB.A31L4,8533.8515,INT,L,A,ODD,33,33,LBALB.31L4,LBALB_31L4
RB.A34,MB.C30L4,8555.9815,INT,L,B,EVEN,45,122,LBBLA.30L4,LBBLA_30L4
RB.A34,MB.B30L4,8571.6415,INT,L,A,ODD,32,32,LBALA.30L4,LBALA_30L4
RB.A34,MB.A30L4,8587.3015,INT,L,B,EVEN,46,123,LBBLD.30L4,LBBLD_30L4
RB.A34,MB.C29L4,8609.4315,INT,L,A,ODD,31,31,LBALA.29L4,LBALA_29L4
RB.A34,MB.B29L4,8625.0915,INT,L,B,EVEN,47,124,LBBLA.29L4,LBBLA_29L4
RB.A34,MB.A29L4,8640.7515,INT,L,A,ODD,30,30,LBALB.29L4,LBALB_29L4
RB.A34,MB.C28L4,8662.8815,INT,L,B,EVEN,48,125,LBBLA.28L4,LBBLA_28L4
RB.A34,MB.B28L4,8678.5415,INT,L,A,ODD,29,29,LBALA.28L4,LBALA_28L4
RB.A34,MB.A28L4,8694.2015,INT,L,B,EVEN,49,126,LBBLD.28L4,LBBLD_28L4
RB.A34,MB.C27L4,8716.3315,INT,L,A,ODD,28,28,LBALA.27L4,LBALA_27L4
RB.A34,MB.B27L4,8731.9915,INT,L,B,EVEN,50,127,LBBLA.27L4,LBBLA_27L4
RB.A34,MB.A27L4,8747.6515,INT,L,A,ODD,27,27,LBALB.27L4,LBALB_27L4
RB.A34,MB.C26L4,8769.7815,INT,L,B,EVEN,51,128,LBBLA.26L4,LBBLA_26L4
RB.A34,MB.B26L4,8785.4415,INT,L,A,ODD,26,26,LBALA.26L4,LBALA_26L4
RB.A34,MB.A26L4,8801.1015,INT,L,B,EVEN,52,129,LBBLD.26L4,LBBLD_26L4
RB.A34,MB.C25L4,8823.2315,INT,L,A,ODD,25,25,LBALA.25L4,LBALA_25L4
