Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2
RB.A78,MB.B26L8,22114.8831,EXT,R,A,EVEN,52,129,LBARA.26L8,LBARA_26L8
RB.A78,MB.A26L8,22130.5431,EXT,R,B,ODD,26,26,LBBRC.26L8,LBBRC_26L8
RB.A78,MB.C25L8,22152.6731,EXT,R,A,EVEN,53,130,LBARA.25L8,LBARA_25L8
RB.A78,MB.B25L8,22168.3331,EXT,R,B,ODD,25,25,LBBRA.25L8,LBBRA_25L8
RB.A78,MB.A25L8,22183.9931,EXT,R,A,EVEN,54,131,LBARB.25L8,LBARB_25L8
RB.A78,MB.C24L8,22206.1231,EXT,R,B,ODD,24,24,LBBRA.24L8,LBBRA_24L8
RB.A78,MB.B24L8,22221.7831,EXT,R,A,EVEN,55,132,LBARA.24L8,LBARA_24L8
RB.A78,MB.A24L8,22237.4431,EXT,R,B,ODD,23,23,LBBRD.24L8,LBBRD_24L8
RB.A78,MB.C23L8,22259.5731,EXT,R,A,EVEN,56,133,LBARA.23L8,LBARA_23L8
RB.A78,MB.B23L8,22275.2331,EXT,R,B,ODD,22,22,LBBRA.23L8,LBBRA_23L8
RB.A78,MB.A23L8,22290.8931,EXT,R,A,EVEN,57,134,LBARB.23L8,LBARB_23L8
RB.A78,MB.C22L8,22313.0231,EXT,R,B,ODD,21,21,LBBRA.22L8,LBBRA_22L8
RB.A78,MB.B22L8,22328.6831,EXT,R,A,EVEN,58,135,LBARA.22L8,LBARA_22L8
RB.A78,MB.A22L8,22344.3431,EXT,R,B,ODD,20,20,LBBRD.22L8,LBBRD_22L8
RB.A78,MB.C21L8,22366.4731,EXT,R,A,EVEN,59,136,LBARA.21L8,LBARA_21L8
RB.A78,MB.B21L8,22382.1331,EXT,R,B,ODD,19,19,LBBRA.21L8,LBBRA_21L8
RB.A78,MB.A21L8,22397.7931,EXT,R,A,EVEN,60,137,LBARB.21L8,LBARB_21L8
RB.A78,MB.C20L8,22419.9231,EXT,R,B,ODD,18,18,LBBRA.20L8,LBBRA_20L8
RB.A78,MB.B20L8,22435.5831,EXT,R,A,EVEN,61,138,LBARA.20L8,LBARA_20L8
RB.A78,MB.A20L8,22451.2431,EXT,R,B,ODD,17,17,LBBRD.20L8,LBBRD_20L8
RB.A78,MB.C19L8,22473.3731,EXT,R,A,EVEN,62,139,LBARA.19L8,LBARA_19L8
RB.A78,MB.B19L8,22489.0331,EXT,R,B,ODD,16,16,LBBRA.19L8,LBBRA_19L8
RB.A78,MB.A19L8,22504.6931,EXT,R,A,EVEN,63,140,LBARB.19L8,LBARB_19L8
RB.A78,MB.C18L8,22526.8231,EXT,R,B,ODD,15,15,LBBRA.18L8,LBBRA_18L8
RB.A78,MB.B18L8,22542.4831,EXT,R,A,EVEN,64,141,LBARA.18L8,LBARA_18L8
RB.A78,MB.A18L8,22558.1431,EXT,R,B,ODD,14,14,LBBRD.18L8,LBBRD_18L8
RB.A78,MB.C17L8,22580.2731,EXT,R,A,EVEN,65,142,LBARA.17L8,LBARA_17L8
RB.A78,MB.B17L8,22595.9331,EXT,R,B,ODD,13,13,LBBRA.17L8,LBBRA_17L8
RB.A78,MB.A17L8,22611.5931,EXT,R,A,EVEN,66,143,LBARB.17L8,LBARB_17L8
RB.A78,MB.C16L8,22633.7231,EXT,R,B,ODD,12,12,LBBRA.16L8,LBBRA_16L8
RB.A78,MB.B16L8,22649.3831,EXT,R,A,EVEN,67,144,LBARA.16L8,LBARA_16L8
RB.A78,MB.A16L8,22665.0431,EXT,R,B,ODD,11,11,LBBRD.16L8,LBBRD_16L8
RB.A78,MB.C15L8,22687.1731,EXT,R,A,EVEN,68,145,LBARA.15L8,LBARA_15L8
RB.A78,MB.B15L8,22702.8331,EXT,R,B,ODD,10,10,LBBRA.15L8,LBBRA_15L8
RB.A78,MB.A15L8,22718.4931,EXT,R,A,EVEN,69,146,LBARB.15L8,LBARB_15L8
RB.A78,MB.C14L8,22740.6231,EXT,R,B,ODD,9,9,LBBRA.14L8,LBBRA_14L8
RB.A78,MB.B14L8,22756.2831,EXT,R,A,EVEN,70,147,LBARA.14L8,LBARA_14L8
RB.A78,MB.A14L8,22771.9431,EXT,R,B,ODD,8,8,LBBRD.14L8,LBBRD_14L8
RB.A78,MB.C13L8,22794.0731,EXT,R,A,EVEN,71,148,LBARA.13L8,LBARA_13L8
RB.A78,MB.B13L8,22809.7331,EXT,R,B,ODD,7,7,LBBRA.13L8,LBBRA_13L8
RB.A78,MB.A13L8,22825.3931,EXT,R,A,EVEN,72,149,LBARB.13L8,LBARB_13L8
RB.A78,MB.C12L8,22847.5231,EXT,R,B,ODD,6,6,LBBRA.12L8,LBBRA_12L8
RB.A78,MB.B12L8,22863.1831,EXT,R,A,EVEN,73,150,LBARA.12L8,LBARA_12L8
RB.A78,MB.A12L8,22878.8431,EXT,R,B,ODD,5,5,LBBRD.12L8,LBBRD_12L8
RB.A78,MB.B11L8,22915.0228,EXT,R,A,EVEN,74,151,LBARA.11L8,LBARA_11L8
RB.A78,MB.A11L8,22930.6828,EXT,R,B,ODD,4,4,LBBRP.11L8,LBBRP_11L8
RB.A78,MB.B10L8,22954.0878,EXT,R,A,EVEN,75,152,LBARE.10L8,LBARE_10L8
RB.A78,MB.A10L8,22969.7478,EXT,R,B,ODD,3,3,LBBRG.10L8,LBBRG_10L8
RB.A78,MB.B9L8,22994.5528,EXT,R,A,EVEN,76,153,LBARE.9L8,LBARE_09L8
RB.A78,MB.A9L8,23010.2128,EXT,R,B,ODD,2,2,LBBRF.9L8,LBBRF_09L8
RB.A78,MB.B8L8,23033.6178,EXT,R,A,EVEN,77,154,LBARE.8L8,LBARE_08L8
RB.A78,MB.A8L8,23049.2778,EXT,R,B,ODD,1,1,LBBRQ.8L8,LBBRQ_08L8
RB.A81,MB.A8R8,23603.7678,INT,L,A,EVEN,77,154,LBALE.8R8,LBALE_08R8
RB.A81,MB.B8R8,23619.4278,INT,L,B,ODD,1,1,LBBLF.8R8,LBBLF_08R8
RB.A81,MB.A9R8,23642.8328,INT,L,A,EVEN,76,153,LBALE.9R8,LBALE_09R8
RB.A81,MB.B9R8,23658.4928,INT,L,B,ODD,2,2,LBBLG.9R8,LBBLG_09R8
RB.A81,MB.A10R8,23683.2978,INT,L,A,EVEN,75,152,LBALE.10R8,LBALE_10R8
RB.A81,MB.B10R8,23698.9578,INT,L,B,ODD,3,3,LBBLF.10R8,LBBLF_10R8
RB.A81,MB.A11R8,23722.3628,INT,L,A,EVEN,74,151,LBALA.11R8,LBALA_11R8
RB.A81,MB.B11R8,23738.0228,INT,L,B,ODD,4,4,LBBLA.11R8,LBBLA_11R8
RB.A81,MB.A12R8,23774.2025,INT,L,A,EVEN,73,150,LBALA.12R8,LBALA_12R8
RB.A81,MB.B12R8,23789.8625,INT,L,B,ODD,5,5,LBBLA.12R8,LBBLA_12R8
RB.A81,MB.C12R8,23805.5225,INT,L,A,EVEN,72,149,LBALB.12R8,LBALB_12R8
RB.A81,MB.A13R8,23827.6525,INT,L,B,ODD,6,6,LBBLA.13R8,LBBLA_13R8
RB.A81,MB.B13R8,23843.3125,INT,L,A,EVEN,71,148,LBALA.13R8,LBALA_13R8
RB.A81,MB.C13R8,23858.9725,INT,L,B,ODD,7,7,LBBLD.13R8,LBBLD_13R8
RB.A81,MB.A14R8,23881.1025,INT,L,A,EVEN,70,147,LBALA.14R8,LBALA_14R8
RB.A81,MB.B14R8,23896.7625,INT,L,B,ODD,8,8,LBBLA.14R8,LBBLA_14R8
RB.A81,MB.C14R8,23912.4225,INT,L,A,EVEN,69,146,LBALB.14R8,LBALB_14R8
RB.A81,MB.A15R8,23934.5525,INT,L,B,ODD,9,9,LBBLA.15R8,LBBLA_15R8
RB.A81,MB.B15R8,23950.2125,INT,L,A,EVEN,68,145,LBALA.15R8,LBALA_15R8
RB.A81,MB.C15R8,23965.8725,INT,L,B,ODD,10,10,LBBLD.15R8,LBBLD_15R8
RB.A81,MB.A16R8,23988.0025,INT,L,A,EVEN,67,144,LBALA.16R8,LBALA_16R8
RB.A81,MB.B16R8,24003.6625,INT,L,B,ODD,11,11,LBBLA.16R8,LBBLA_16R8
RB.A81,MB.C16R8,24019.3225,INT,L,A,EVEN,66,143,LBALB.16R8,LBALB_16R8
RB.A81,MB.A17R8,24041.4525,INT,L,B,ODD,12,12,LBBLA.17R8,LBBLA_17R8
RB.A81,MB.B17R8,24057.1125,INT,L,A,EVEN,65,142,LBALA.17R8,LBALA_17R8
RB.A81,MB.C17R8,24072.7725,INT,L,B,ODD,13,13,LBBLD.17R8,LBBLD_17R8
RB.A81,MB.A18R8,24094.9025,INT,L,A,EVEN,64,141,LBALA.18R8,LBALA_18R8
RB.A81,MB.B18R8,24110.5625,INT,L,B,ODD,14,14,LBBLA.18R8,LBBLA_18R8
RB.A81,MB.C18R8,24126.2225,INT,L,A,EVEN,63,140,LBALB.18R8,LBALB_18R8
RB.A81,MB.A19R8,24148.3525,INT,L,B,ODD,15,15,LBBLA.19R8,LBBLA_19R8
RB.A81,MB.B19R8,24164.0125,INT,L,A,EVEN,62,139,LBALA.19R8,LBALA_19R8
RB.A81,MB.C19R8,24179.6725,INT,L,B,ODD,16,16,LBBLD.19R8,LBBLD_19R8
RB.A81,MB.A20R8,24201.8025,INT,L,A,EVEN,61,138,LBALA.20R8,LBALA_20R8
RB.A81,MB.B20R8,24217.4625,INT,L,B,ODD,17,17,LBBLA.20R8,LBBLA_20R8
RB.A81,MB.C20R8,24233.1225,INT,L,A,EVEN,60,137,LBALB.20R8,LBALB_20R8
RB.A81,MB.A21R8,24255.2525,INT,L,B,ODD,18,18,LBBLA.21R8,LBBLA_21R8
RB.A81,MB.B21R8,24270.9125,INT,L,A,EVEN,59,136,LBALA.21R8,LBALA_21R8
RB.A81,MB.C21R8,24286.5725,INT,L,B,ODD,19,19,LBBLD.21R8,LBBLD_21R8
RB.A81,MB.A22R8,24308.7025,INT,L,A,EVEN,58,135,LBALA.22R8,LBALA_22R8
RB.A81,MB.B22R8,24324.3625,INT,L,B,ODD,20,20,LBBLA.22R8,LBBLA_22R8
RB.A81,MB.C22R8,24340.0225,INT,L,A,EVEN,57,134,LBALB.22R8,LBALB_22R8
RB.A81,MB.A23R8,24362.1525,INT,L,B,ODD,21,21,LBBLA.23R8,LBBLA_23R8
RB.A81,MB.B23R8,24377.8125,INT,L,A,EVEN,56,133,LBALA.23R8,LBALA_23R8
RB.A81,MB.C23R8,24393.4725,INT,L,B,ODD,22,22,LBBLD.23R8,LBBLD_23R8
RB.A81,MB.A24R8,24415.6025,INT,L,A,EVEN,55,132,LBALA.24R8,LBALA_24R8
RB.A81,MB.B24R8,24431.2625,INT,L,B,ODD,23,23,LBBLA.24R8,LBBLA_24R8
RB.A81,MB.C24R8,24446.9225,INT,L,A,EVEN,54,131,LBALB.24R8,LBALB_24R8
RB.A81,MB.A25R8,24469.0525,INT,L,B,ODD,24,24,LBBLA.25R8,LBBLA_25R8
RB.A81,MB.B25R8,24484.7125,INT,L,A,EVEN,53,130,LBALA.25R8,LBALA_25R8
RB.A81,MB.C25R8,24500.3725,INT,L,B,ODD,25,25,LBBLD.25R8,LBBLD_25R8
RB.A81,MB.A26R8,24522.5025,INT,L,A,EVEN,52,129,LBALA.26R8,LBALA_26R8
RB.A81,MB.B26R8,24538.1625,INT,L,B,ODD,26,26,LBBLA.26R8,LBBLA_26R8
RB.A81,MB.C26R8,24553.8225,INT,L,A,EVEN,51,128,LBALB.26R8,LBALB_26R8
RB.A81,MB.A27R8,24575.9525,INT,L,B,ODD,27,27,LBBLA.27R8,LBBLA_27R8
RB.A81,MB.B27R8,24591.6125,INT,L,A,EVEN,50,127,LBALA.27R8,LBALA_27R8
RB.A81,MB.C27R8,24607.2725,INT,L,B,ODD,28,28,LBBLD.27R8,LBBLD_27R8
RB.A81,MB.A28R8,24629.4025,INT,L,A,EVEN,49,126,LBALA.28R8,LBALA_28R8
RB.A81,MB.B28R8,24645.0625,INT,L,B,ODD,29,29,LBBLA.28R8,LBBLA_28R8
RB.A81,MB.C28R8,24660.7225,INT,L,A,EVEN,48,125,LBALB.28R8,LBALB_28R8
RB.A81,MB.A29R8,24682.8525,INT,L,B,ODD,30,30,LBBLA.29R8,LBBLA_29R8
RB.A81,MB.B29R8,24698.5125,INT,L,A,EVEN,47,124,LBALA.29R8,LBALA_29R8
RB.A81,MB.C29R8,24714.1725,INT,L,B,ODD,31,31,LBBLD.29R8,LBBLD_29R8
RB.A81,MB.A30R8,24736.3025,INT,L,A,EVEN,46,123,LBALA.30R8,LBALA_30R8
RB.A81,MB.B30R8,24751.9625,INT,L,B,ODD,32,32,LBBLA.30R8,LBBLA_30R8
RB.A81,MB.C30R8,24767.6225,INT,L,A,EVEN,45,122,LBALB.30R8,LBALB_30R8
RB.A81,MB.A31R8,24789.7525,INT,L,B,ODD,33,33,LBBLA.31R8,LBBLA_31R8
RB.A81,MB.B31R8,24805.4125,INT,L,A,EVEN,44,121,LBALA.31R8,LBALA_31R8
RB.A81,MB.C31R8,24821.0725,INT,L,B,ODD,34,34,LBBLD.31R8,LBBLD_31R8
RB.A81,MB.A32R8,24843.2025,INT,L,A,EVEN,43,120,LBALA.32R8,LBALA_32R8
RB.A81,MB.B32R8,24858.8625,INT,L,B,ODD,35,35,LBBLA.32R8,LBBLA_32R8
RB.A81,MB.C32R8,24874.5225,INT,L,A,EVEN,42,119,LBALB.32R8,LBALB_32R8
RB.A81,MB.A33R8,24896.6525,INT,L,B,ODD,36,36,LBBLA.33R8,LBBLA_33R8
RB.A81,MB.B33R8,24912.3125,INT,L,A,EVEN,41,118,LBALA.33R8,LBALA_33R8
RB.A81,MB.C33R8,24927.9725,INT,L,B,ODD,37,37,LBBLD.33R8,LBBLD_33R8
RB.A81,MB.A34R8,24950.1025,INT,L,A,EVEN,40,117,LBALA.34R8,LBALA_34R8
RB.A81,MB.B34R8,24965.7625,INT,L,B,ODD,38,38,LBBLA.34R8,LBBLA_34R8
RB.A81,MB.C34R8,24981.4225,INT,L,A,EVEN,39,116,LBALB.34R8,LBALB_34R8
RB.A81,MB.C34L1,25003.5525,INT,L,B,ODD,39,39,LBBLA.34L1,LBBLA_34L1
RB.A81,MB.B34L1,25019.2125,INT,L,A,EVEN,38,115,LBALA.34L1,LBALA_34L1
RB.A81,MB.A34L1,25034.8725,INT,L,B,ODD,40,40,LBBLD.34L1,LBBLD_34L1
RB.A81,MB.C33L1,25057.0025,INT,L,A,EVEN,37,114,LBALA.33L1,LBALA_33L1
RB.A81,MB.B33L1,25072.6625,INT,L,B,ODD,41,41,LBBLA.33L1,LBBLA_33L1
RB.A81,MB.A33L1,25088.3225,INT,L,A,EVEN,36,113,LBALB.33L1,LBALB_33L1
RB.A81,MB.C32L1,25110.4525,INT,L,B,ODD,42,42,LBBLA.32L1,LBBLA_32L1
RB.A81,MB.B32L1,25126.1125,INT,L,A,EVEN,35,112,LBALA.32L1,LBALA_32L1
RB.A81,MB.A32L1,25141.7725,INT,L,B,ODD,43,43,LBBLD.32L1,LBBLD_32L1
RB.A81,MB.C31L1,25163.9025,INT,L,A,EVEN,34,111,LBALA.31L1,LBALA_31L1
RB.A81,MB.B31L1,25179.5625,INT,L,B,ODD,44,44,LBBLA.31L1,LBBLA_31L1
RB.A81,MB.A31L1,25195.2225,INT,L,A,EVEN,33,110,LBALB.31L1,LBALB_31L1
RB.A81,MB.C30L1,25217.3525,INT,L,B,ODD,45,45,LBBLA.30L1,LBBLA_30L1
RB.A81,MB.B30L1,25233.0125,INT,L,A,EVEN,32,109,LBALA.30L1,LBALA_30L1
RB.A81,MB.A30L1,25248.6725,INT,L,B,ODD,46,46,LBBLD.30L1,LBBLD_30L1
RB.A81,MB.C29L1,25270.8025,INT,L,A,EVEN,31,108,LBALA.29L1,LBALA_29L1
RB.A81,MB.B29L1,25286.4625,INT,L,B,ODD,47,47,LBBLA.29L1,LBBLA_29L1
RB.A81,MB.A29L1,25302.1225,INT,L,A,EVEN,30,107,LBALB.29L1,LBALB_29L1
RB.A81,MB.C28L1,25324.2525,INT,L,B,ODD,48,48,LBBLA.28L1,LBBLA_28L1
RB.A81,MB.B28L1,25339.9125,INT,L,A,EVEN,29,106,LBALA.28L1,LBALA_28L1
RB.A81,MB.A28L1,25355.5725,INT,L,B,ODD,49,49,LBBLD.28L1,LBBLD_28L1
RB.A81,MB.C27L1,25377.7025,INT,L,A,EVEN,28,105,LBALA.27L1,LBALA_27L1
RB.A81,MB.B27L1,25393.3625,INT,L,B,ODD,50,50,LBBLA.27L1,LBBLA_27L1
RB.A81,MB.A27L1,25409.0225,INT,L,A,EVEN,27,104,LBALB.27L1,LBALB_27L1
RB.A81,MB.C26L1,25431.1525,INT,L,B,ODD,51,51,LBBLA.26L1,LBBLA_26L1
RB.A81,MB.B26L1,25446.8125,INT,L,A,EVEN,26,103,LBALA.26L1,LBALA_26L1
RB.A81,MB.A26L1,25462.4725,INT,L,B,ODD,52,52,LBBLD.26L1,LBBLD_26L1
RB.A81,MB.C25L1,25484.6025,INT,L,A,EVEN,25,102,LBALA.25L1,LBALA_25L1
RB.A81,MB.B25L1,25500.2625,INT,L,B,ODD,53,53,LBBLA.25L1,LBBLA_25L1
RB.A81,MB.A25L1,25515.9225,INT,L,A,EVEN,24,101,LBALB.25L1,LBALB_25L1
RB.A81,MB.C24L1,25538.0525,INT,L,B,ODD,54,54,LBBLA.24L1,LBBLA_24L1
RB.A81,MB.B24L1,25553.7125,INT,L,A,EVEN,23,100,LBALA.24L1,LBALA_24L1
RB.A81,MB.A24L1,25569.3725,INT,L,B,ODD,55,55,LBBLD.24L1,LBBLD_24L1
RB.A81,MB.C23L1,25591.5025,INT,L,A,EVEN,22,99,LBALA.23L1,LBALA_23L1
RB.A81,MB.B23L1,25607.1625,INT,L,B,ODD,56,56,LBBLA.23L1,LBBLA_23L1
RB.A81,MB.A23L1,25622.8225,INT,L,A,EVEN,21,98,LBALB.23L1,LBALB_23L1
RB.A81,MB.C22L1,25644.9525,INT,L,B,ODD,57,57,LBBLA.22L1,LBBLA_22L1
RB.A81,MB.B22L1,25660.6125,INT,L,A,EVEN,20,97,LBALA.22L1,LBALA_22L1
RB.A81,MB.A22L1,25676.2725,INT,L,B,ODD,58,58,LBBLD.22L1,LBBLD_22L1
RB.A81,MB.C21L1,25698.4025,INT,L,A,EVEN,19,96,LBALA.21L1,LBALA_21L1
RB.A81,MB.B21L1,25714.0625,INT,L,B,ODD,59,59,LBBLA.21L1,LBBLA_21L1
RB.A81,MB.A21L1,25729.7225,INT,L,A,EVEN,18,95,LBALB.21L1,LBALB_21L1
RB.A81,MB.C20L1,25751.8525,INT,L,B,ODD,60,60,LBBLA.20L1,LBBLA_20L1
RB.A81,MB.B20L1,25767.5125,INT,L,A,EVEN,17,94,LBALA.20L1,LBALA_20L1
RB.A81,MB.A20L1,25783.1725,INT,L,B,ODD,61,61,LBBLD.20L1,LBBLD_20L1
RB.A81,MB.C19L1,25805.3025,INT,L,A,EVEN,16,93,LBALA.19L1,LBALA_19L1
RB.A81,MB.B19L1,25820.9625,INT,L,B,ODD,62,62,LBBLA.19L1,LBBLA_19L1
RB.A81,MB.A19L1,25836.6225,INT,L,A,EVEN,15,92,LBALB.19L1,LBALB_19L1
RB.A81,MB.C18L1,25858.7525,INT,L,B,ODD,63,63,LBBLA.18L1,LBBLA_18L1
RB.A81,MB.B18L1,25874.4125,INT,L,A,EVEN,14,91,LBALA.18L1,LBALA_18L1
RB.A81,MB.A18L1,25890.0725,INT,L,B,ODD,64,64,LBBLD.18L1,LBBLD_18L1
RB.A81,MB.C17L1,25912.2025,INT,L,A,EVEN,13,90,LBALA.17L1,LBALA_17L1
RB.A81,MB.B17L1,25927.8625,INT,L,B,ODD,65,65,LBBLA.17L1,LBBLA_17L1
RB.A81,MB.A17L1,25943.5225,INT,L,A,EVEN,12,89,LBALB.17L1,LBALB_17L1
RB.A81,MB.C16L1,25965.6525,INT,L,B,ODD,66,66,LBBLA.16L1,LBBLA_16L1
RB.A81,MB.B16L1,25981.3125,INT,L,A,EVEN,11,88,LBALA.16L1,LBALA_16L1
RB.A81,MB.A16L1,25996.9725,INT,L,B,ODD,67,67,LBBLD.16L1,LBBLD_16L1
RB.A81,MB.C15L1,26019.1025,INT,L,A,EVEN,10,87,LBALA.15L1,LBALA_15L1
RB.A81,MB.B15L1,26034.7625,INT,L,B,ODD,68,68,LBBLA.15L1,LBBLA_15L1
RB.A81,MB.A15L1,26050.4225,INT,L,A,EVEN,9,86,LBALB.15L1,LBALB_15L1
RB.A81,MB.C14L1,26072.5525,INT,L,B,ODD,69,69,LBBLA.14L1,LBBLA_14L1
RB.A81,MB.B14L1,26088.2125,INT,L,A,EVEN,8,85,LBALA.14L1,LBALA_14L1
RB.A81,MB.A14L1,26103.8725,INT,L,B,ODD,70,70,LBBLD.14L1,LBBLD_14L1
RB.A81,MB.C13L1,26126.0025,INT,L,A,EVEN,7,84,LBALA.13L1,LBALA_13L1
RB.A81,MB.B13L1,26141.6625,INT,L,B,ODD,71,71,LBBLA.13L1,LBBLA_13L1
RB.A81,MB.A13L1,26157.3225,INT,L,A,EVEN,6,83,LBALB.13L1,LBALB_13L1
RB.A81,MB.C12L1,26179.4525,INT,L,B,ODD,72,72,LBBLA.12L1,LBBLA_12L1
RB.A81,MB.B12L1,26195.1125,INT,L,A,EVEN,5,82,LBALA.12L1,LBALA_12L1
RB.A81,MB.A12L1,26210.7725,INT,L,B,ODD,73,73,LBBLD.12L1,LBBLD_12L1
RB.A81,MB.B11L1,26247.8942,INT,L,A,EVEN,4,81,LBALA.11L1,LBALA_11L1
RB.A81,MB.A11L1,26263.5542,INT,L,B,ODD,74,74,LBBLP.11L1,LBBLP_11L1
RB.A81,MB.B10L1,26286.9592,INT,L,A,EVEN,3,80,LBALE.10L1,LBALE_10L1
RB.A81,MB.A10L1,26302.6192,INT,L,B,ODD,75,75,LBBLG.10L1,LBBLG_10L1
RB.A81,MB.B9L1,26327.4242,INT,L,A,EVEN,2,79,LBALE.9L1,LBALE_09L1
RB.A81,MB.A9L1,26343.0842,INT,L,B,ODD,76,76,LBBLF.9L1,LBBLF_09L1
RB.A81,MB.B8L1,26366.4892,INT,L,A,EVEN,1,78,LBALE.8L1,LBALE_08L1
RB.A81,MB.A8L1,26382.1492,INT,L,B,ODD,77,77,LBBLQ.8L1,LBBLQ_08L1
