circuit_name,circuit_family,circuit_types
RCBH17.R5B1,60A,['RCB']
RCBH17.R6B2,60A,['RCB']
RCBH17.R7B1,60A,['RCB']
RCBH17.R8B2,60A,['RCB']
RCBH18.L1B1,60A,['RCB']
RCBH18.L2B2,60A,['RCB']
RCBH18.L3B1,60A,['RCB']
RCBH18.L4B2,60A,['RCB']
RCBH18.L5B1,60A,['RCB']
RCBH18.L6B2,60A,['RCB']
RCBH18.L7B1,60A,['RCB']
RCBH18.L8B2,60A,['RCB']
RCBH18.R1B2,60A,['RCB']
RCBH18.R2B1,60A,['RCB']
RCBH18.R3B2,60A,['RCB']
RCBH18.R4B1,60A,['RCB']
RCBH18.R5B2,60A,['RCB']
RCBH18.R6B1,60A,['RCB']
RCBH18.R7B2,60A,['RCB']
RCBH18.R8B1,60A,['RCB']
RCBH19.L1B2,60A,['RCB']
RCBH19.L2B1,60A,['RCB']
RCBH19.L3B2,60A,['RCB']
RCBH19.L4B1,60A,['RCB']
RCBH19.L5B2,60A,['RCB']
RCBH19.L6B1,60A,['RCB']
RCBH19.L7B2,60A,['RCB']
RCBH19.L8B1,60A,['RCB']
RCBH19.R1B1,60A,['RCB']
RCBH19.R2B2,60A,['RCB']
RCBH19.R3B1,60A,['RCB']
RCBH19.R4B2,60A,['RCB']
RCBH19.R5B1,60A,['RCB']
RCBH19.R6B2,60A,['RCB']
RCBH19.R7B1,60A,['RCB']
RCBH19.R8B2,60A,['RCB']
RCBH20.L1B1,60A,['RCB']
RCBH20.L2B2,60A,['RCB']
RCBH20.L3B1,60A,['RCB']
RCBH20.L4B2,60A,['RCB']
RCBH20.L5B1,60A,['RCB']
RCBH20.L6B2,60A,['RCB']
RCBH20.L7B1,60A,['RCB']
RCBH20.L8B2,60A,['RCB']
RCBH20.R1B2,60A,['RCB']
RCBH20.R2B1,60A,['RCB']
RCBH20.R3B2,60A,['RCB']
RCBH20.R4B1,60A,['RCB']
RCBH20.R5B2,60A,['RCB']
RCBH20.R6B1,60A,['RCB']
RCBH20.R7B2,60A,['RCB']
RCBH20.R8B1,60A,['RCB']
RCBH21.L1B2,60A,['RCB']
RCBH21.L2B1,60A,['RCB']
RCBH21.L3B2,60A,['RCB']
RCBH21.L4B1,60A,['RCB']
RCBH21.L5B2,60A,['RCB']
RCBH21.L6B1,60A,['RCB']
RCBH21.L7B2,60A,['RCB']
RCBH21.L8B1,60A,['RCB']
RCBH21.R1B1,60A,['RCB']
RCBH21.R2B2,60A,['RCB']
RCBH21.R3B1,60A,['RCB']
RCBH21.R4B2,60A,['RCB']
RCBH21.R5B1,60A,['RCB']
RCBH21.R6B2,60A,['RCB']
RCBH21.R7B1,60A,['RCB']
RCBH21.R8B2,60A,['RCB']
RCBH22.L1B1,60A,['RCB']
RCBH22.L2B2,60A,['RCB']
RCBH22.L3B1,60A,['RCB']
RCBH22.L4B2,60A,['RCB']
RCBH22.L5B1,60A,['RCB']
RCBH22.L6B2,60A,['RCB']
RCBH22.L7B1,60A,['RCB']
RCBH22.L8B2,60A,['RCB']
RCBH22.R1B2,60A,['RCB']
RCBH22.R2B1,60A,['RCB']
RCBH22.R3B2,60A,['RCB']
RCBH22.R4B1,60A,['RCB']
RCBH22.R5B2,60A,['RCB']
RCBH22.R6B1,60A,['RCB']
RCBH22.R7B2,60A,['RCB']
RCBH22.R8B1,60A,['RCB']
RCBH23.L1B2,60A,['RCB']
RCBH23.L2B1,60A,['RCB']
RCBH23.L3B2,60A,['RCB']
RCBH23.L4B1,60A,['RCB']
RCBH23.L5B2,60A,['RCB']
RCBH23.L6B1,60A,['RCB']
RCBH23.L7B2,60A,['RCB']
RCBH23.L8B1,60A,['RCB']
RCBH23.R1B1,60A,['RCB']
RCBH23.R2B2,60A,['RCB']
RCBH23.R3B1,60A,['RCB']
RCBH23.R4B2,60A,['RCB']
RCBH23.R5B1,60A,['RCB']
RCBH23.R6B2,60A,['RCB']
RCBH23.R7B1,60A,['RCB']
RCBH23.R8B2,60A,['RCB']
RCBH24.L1B1,60A,['RCB']
RCBH24.L2B2,60A,['RCB']
RCBH24.L3B1,60A,['RCB']
RCBH24.L4B2,60A,['RCB']
RCBH24.L5B1,60A,['RCB']
RCBH24.L6B2,60A,['RCB']
RCBH24.L7B1,60A,['RCB']
RCBH24.L8B2,60A,['RCB']
RCBH24.R1B2,60A,['RCB']
RCBH24.R2B1,60A,['RCB']
RCBH24.R3B2,60A,['RCB']
RCBH24.R4B1,60A,['RCB']
RCBH24.R5B2,60A,['RCB']
RCBH24.R6B1,60A,['RCB']
RCBH24.R7B2,60A,['RCB']
RCBH24.R8B1,60A,['RCB']
RCBH25.L1B2,60A,['RCB']
RCBH25.L2B1,60A,['RCB']
RCBH25.L3B2,60A,['RCB']
RCBH25.L4B1,60A,['RCB']
RCBH25.L5B2,60A,['RCB']
RCBH25.L6B1,60A,['RCB']
RCBH25.L7B2,60A,['RCB']
RCBH25.L8B1,60A,['RCB']
RCBH25.R1B1,60A,['RCB']
RCBH25.R2B2,60A,['RCB']
RCBH25.R3B1,60A,['RCB']
RCBH25.R4B2,60A,['RCB']
RCBH25.R5B1,60A,['RCB']
RCBH25.R6B2,60A,['RCB']
RCBH25.R7B1,60A,['RCB']
RCBH25.R8B2,60A,['RCB']
RCBH26.L1B1,60A,['RCB']
RCBH26.L2B2,60A,['RCB']
RCBH26.L3B1,60A,['RCB']
RCBH26.L4B2,60A,['RCB']
RCBH26.L5B1,60A,['RCB']
RCBH26.L6B2,60A,['RCB']
RCBH26.L7B1,60A,['RCB']
RCBH26.L8B2,60A,['RCB']
RCBH26.R1B2,60A,['RCB']
RCBH26.R2B1,60A,['RCB']
RCBH26.R3B2,60A,['RCB']
RCBH26.R4B1,60A,['RCB']
RCBH26.R5B2,60A,['RCB']
RCBH26.R6B1,60A,['RCB']
RCBH26.R7B2,60A,['RCB']
RCBH26.R8B1,60A,['RCB']
RCBH27.L1B2,60A,['RCB']
RCBH27.L2B1,60A,['RCB']
RCBH27.L3B2,60A,['RCB']
RCBH27.L4B1,60A,['RCB']
RCBH27.L5B2,60A,['RCB']
RCBH27.L6B1,60A,['RCB']
RCBH27.L7B2,60A,['RCB']
RCBH27.L8B1,60A,['RCB']
RCBH27.R1B1,60A,['RCB']
RCBH27.R2B2,60A,['RCB']
RCBH27.R3B1,60A,['RCB']
RCBH27.R4B2,60A,['RCB']
RCBH27.R5B1,60A,['RCB']
RCBH27.R6B2,60A,['RCB']
RCBH27.R7B1,60A,['RCB']
RCBH27.R8B2,60A,['RCB']
RCBH28.L1B1,60A,['RCB']
RCBH28.L2B2,60A,['RCB']
RCBH28.L3B1,60A,['RCB']
RCBH28.L4B2,60A,['RCB']
RCBH28.L5B1,60A,['RCB']
RCBH28.L6B2,60A,['RCB']
RCBH28.L7B1,60A,['RCB']
RCBH28.L8B2,60A,['RCB']
RCBH28.R1B2,60A,['RCB']
RCBH28.R2B1,60A,['RCB']
RCBH28.R3B2,60A,['RCB']
RCBH28.R4B1,60A,['RCB']
RCBH28.R5B2,60A,['RCB']
RCBH28.R6B1,60A,['RCB']
RCBH28.R7B2,60A,['RCB']
RCBH28.R8B1,60A,['RCB']
RCBH29.L1B2,60A,['RCB']
RCBH29.L2B1,60A,['RCB']
RCBH29.L3B2,60A,['RCB']
RCBH29.L4B1,60A,['RCB']
RCBH29.L5B2,60A,['RCB']
RCBH29.L6B1,60A,['RCB']
RCBH29.L7B2,60A,['RCB']
RCBH29.L8B1,60A,['RCB']
RCBH29.R1B1,60A,['RCB']
RCBH29.R2B2,60A,['RCB']
RCBH29.R3B1,60A,['RCB']
RCBH29.R4B2,60A,['RCB']
RCBH29.R5B1,60A,['RCB']
RCBH29.R6B2,60A,['RCB']
RCBH29.R7B1,60A,['RCB']
RCBH29.R8B2,60A,['RCB']
RCBH30.L1B1,60A,['RCB']
RCBH30.L2B2,60A,['RCB']
RCBH30.L3B1,60A,['RCB']
RCBH30.L4B2,60A,['RCB']
RCBH30.L5B1,60A,['RCB']
RCBH30.L6B2,60A,['RCB']
RCBH30.L7B1,60A,['RCB']
RCBH30.L8B2,60A,['RCB']
RCBH30.R1B2,60A,['RCB']
RCBH30.R2B1,60A,['RCB']
RCBH30.R3B2,60A,['RCB']
RCBH30.R4B1,60A,['RCB']
RCBH30.R5B2,60A,['RCB']
RCBH30.R6B1,60A,['RCB']
RCBH30.R7B2,60A,['RCB']
RCBH30.R8B1,60A,['RCB']
RCBH31.L1B2,60A,['RCB']
RCBH31.L2B1,60A,['RCB']
RCBH31.L3B2,60A,['RCB']
RCBH31.L4B1,60A,['RCB']
RCBH31.L5B2,60A,['RCB']
RCBH31.L6B1,60A,['RCB']
RCBH31.L7B2,60A,['RCB']
RCBH31.L8B1,60A,['RCB']
RCBH31.R1B1,60A,['RCB']
RCBH31.R2B2,60A,['RCB']
RCBH31.R3B1,60A,['RCB']
RCBH31.R4B2,60A,['RCB']
RCBH31.R5B1,60A,['RCB']
RCBH31.R6B2,60A,['RCB']
RCBH31.R7B1,60A,['RCB']
RCBH31.R8B2,60A,['RCB']
RCBH32.L1B1,60A,['RCB']
RCBH32.L2B2,60A,['RCB']
RCBH32.L3B1,60A,['RCB']
RCBH32.L4B2,60A,['RCB']
RCBH32.L5B1,60A,['RCB']
RCBH32.L6B2,60A,['RCB']
RCBH32.L7B1,60A,['RCB']
RCBH32.L8B2,60A,['RCB']
RCBH32.R1B2,60A,['RCB']
RCBH32.R2B1,60A,['RCB']
RCBH32.R3B2,60A,['RCB']
RCBH32.R4B1,60A,['RCB']
RCBH32.R5B2,60A,['RCB']
RCBH32.R6B1,60A,['RCB']
RCBH32.R7B2,60A,['RCB']
RCBH32.R8B1,60A,['RCB']
RCBH33.L1B2,60A,['RCB']
RCBH33.L2B1,60A,['RCB']
RCBH33.L3B2,60A,['RCB']
RCBH33.L4B1,60A,['RCB']
RCBH33.L5B2,60A,['RCB']
RCBH33.L6B1,60A,['RCB']
RCBH33.L7B2,60A,['RCB']
RCBH33.L8B1,60A,['RCB']
RCBH33.R1B1,60A,['RCB']
RCBH33.R2B2,60A,['RCB']
RCBH33.R3B1,60A,['RCB']
RCBH33.R4B2,60A,['RCB']
RCBH33.R5B1,60A,['RCB']
RCBH33.R6B2,60A,['RCB']
RCBH33.R7B1,60A,['RCB']
RCBH33.R8B2,60A,['RCB']
RCBH34.L1B1,60A,['RCB']
RCBH34.L2B2,60A,['RCB']
RCBH34.L3B1,60A,['RCB']
RCBH34.L4B2,60A,['RCB']
RCBH34.L5B1,60A,['RCB']
RCBH34.L6B2,60A,['RCB']
RCBH34.L7B1,60A,['RCB']
RCBH34.L8B2,60A,['RCB']
RCBV11.L1B1,60A,['RCB']
RCBV11.L2B2,60A,['RCB']
RCBV11.L3B1,60A,['RCB']
RCBV11.L4B2,60A,['RCB']
RCBV11.L5B1,60A,['RCB']
RCBV11.L6B2,60A,['RCB']
RCBV11.L7B1,60A,['RCB']
RCBV11.L8B2,60A,['RCB']
RCBV11.R1B2,60A,['RCB']
RCBV11.R2B1,60A,['RCB']
RCBV11.R3B2,60A,['RCB']
RCBV11.R4B1,60A,['RCB']
RCBV11.R5B2,60A,['RCB']
RCBV11.R6B1,60A,['RCB']
RCBV11.R7B2,60A,['RCB']
RCBV11.R8B1,60A,['RCB']
RCBV12.L1B2,60A,['RCB']
RCBV12.L2B1,60A,['RCB']
RCBV12.L3B2,60A,['RCB']
RCBV12.L4B1,60A,['RCB']
RCBV12.L5B2,60A,['RCB']
RCBV12.L6B1,60A,['RCB']
RCBV12.L7B2,60A,['RCB']
RCBV12.L8B1,60A,['RCB']
RCBV12.R1B1,60A,['RCB']
RCBV12.R2B2,60A,['RCB']
RCBV12.R3B1,60A,['RCB']
RCBV12.R4B2,60A,['RCB']
RCBV12.R5B1,60A,['RCB']
RCBV12.R6B2,60A,['RCB']
RCBV12.R7B1,60A,['RCB']
RCBV12.R8B2,60A,['RCB']
RCBV13.L1B1,60A,['RCB']
RCBV13.L2B2,60A,['RCB']
RCBV13.L3B1,60A,['RCB']
RCBV13.L4B2,60A,['RCB']
RCBV13.L5B1,60A,['RCB']
RCBV13.L6B2,60A,['RCB']
RCBV13.L7B1,60A,['RCB']
RCBV13.L8B2,60A,['RCB']
RCBV13.R1B2,60A,['RCB']
RCBV13.R2B1,60A,['RCB']
RCBV13.R3B2,60A,['RCB']
RCBV13.R4B1,60A,['RCB']
RCBV13.R5B2,60A,['RCB']
RCBV13.R6B1,60A,['RCB']
RCBV13.R7B2,60A,['RCB']
RCBV13.R8B1,60A,['RCB']
RCBV14.L1B2,60A,['RCB']
RCBV14.L2B1,60A,['RCB']
RCBV14.L3B2,60A,['RCB']
RCBV14.L4B1,60A,['RCB']
RCBV14.L5B2,60A,['RCB']
RCBV14.L6B1,60A,['RCB']
RCBV14.L7B2,60A,['RCB']
RCBV14.L8B1,60A,['RCB']
RCBV14.R1B1,60A,['RCB']
RCBV14.R2B2,60A,['RCB']
RCBV14.R3B1,60A,['RCB']
RCBV14.R4B2,60A,['RCB']
RCBV14.R5B1,60A,['RCB']
RCBV14.R6B2,60A,['RCB']
RCBV14.R7B1,60A,['RCB']
RCBV14.R8B2,60A,['RCB']
RCBV15.L1B1,60A,['RCB']
RCBV15.L2B2,60A,['RCB']
RCBV15.L3B1,60A,['RCB']
RCBV15.L4B2,60A,['RCB']
RCBV15.L5B1,60A,['RCB']
RCBV15.L6B2,60A,['RCB']
RCBV15.L7B1,60A,['RCB']
RCBV15.L8B2,60A,['RCB']
RCBV15.R1B2,60A,['RCB']
RCBV15.R2B1,60A,['RCB']
RCBV15.R3B2,60A,['RCB']
RCBV15.R4B1,60A,['RCB']
RCBV15.R5B2,60A,['RCB']
RCBV15.R6B1,60A,['RCB']
RCBV15.R7B2,60A,['RCB']
RCBV15.R8B1,60A,['RCB']
RCBV16.L1B2,60A,['RCB']
RCBV16.L2B1,60A,['RCB']
RCBV16.L3B2,60A,['RCB']
RCBV16.L4B1,60A,['RCB']
RCBV16.L5B2,60A,['RCB']
RCBV16.L6B1,60A,['RCB']
RCBV16.L7B2,60A,['RCB']
RCBV16.L8B1,60A,['RCB']
RCBV16.R1B1,60A,['RCB']
RCBV16.R2B2,60A,['RCB']
RCBV16.R3B1,60A,['RCB']
RCBV16.R4B2,60A,['RCB']
RCBV16.R5B1,60A,['RCB']
RCBV16.R6B2,60A,['RCB']
RCBV16.R7B1,60A,['RCB']
RCBV16.R8B2,60A,['RCB']
RCBV17.L1B1,60A,['RCB']
RCBV17.L2B2,60A,['RCB']
RCBV17.L3B1,60A,['RCB']
RCBV17.L4B2,60A,['RCB']
RCBV17.L5B1,60A,['RCB']
RCBV17.L6B2,60A,['RCB']
RCBV17.L7B1,60A,['RCB']
RCBV17.L8B2,60A,['RCB']
RCBV17.R1B2,60A,['RCB']
RCBV17.R2B1,60A,['RCB']
RCBV17.R3B2,60A,['RCB']
RCBV17.R4B1,60A,['RCB']
RCBV17.R5B2,60A,['RCB']
RCBV17.R6B1,60A,['RCB']
RCBV17.R7B2,60A,['RCB']
RCBV17.R8B1,60A,['RCB']
RCBV18.L1B2,60A,['RCB']
RCBV18.L2B1,60A,['RCB']
RCBV18.L3B2,60A,['RCB']
RCBV18.L4B1,60A,['RCB']
RCBV18.L5B2,60A,['RCB']
RCBV18.L6B1,60A,['RCB']
RCBV18.L7B2,60A,['RCB']
RCBV18.L8B1,60A,['RCB']
RCBV18.R1B1,60A,['RCB']
RCBV18.R2B2,60A,['RCB']
RCBV18.R3B1,60A,['RCB']
RCBV18.R4B2,60A,['RCB']
RCBV18.R5B1,60A,['RCB']
RCBV18.R6B2,60A,['RCB']
RCBV18.R7B1,60A,['RCB']
RCBV18.R8B2,60A,['RCB']
RCBV19.L1B1,60A,['RCB']
RCBV19.L2B2,60A,['RCB']
RCBV19.L3B1,60A,['RCB']
RCBV19.L4B2,60A,['RCB']
RCBV19.L5B1,60A,['RCB']
RCBV19.L6B2,60A,['RCB']
RCBV19.L7B1,60A,['RCB']
RCBV19.L8B2,60A,['RCB']
RCBV19.R1B2,60A,['RCB']
RCBV19.R2B1,60A,['RCB']
RCBV19.R3B2,60A,['RCB']
RCBV19.R4B1,60A,['RCB']
RCBV19.R5B2,60A,['RCB']
RCBV19.R6B1,60A,['RCB']
RCBV19.R7B2,60A,['RCB']
RCBV19.R8B1,60A,['RCB']
RCBV20.L1B2,60A,['RCB']
RCBV20.L2B1,60A,['RCB']
RCBV20.L3B2,60A,['RCB']
RCBV20.L4B1,60A,['RCB']
RCBV20.L5B2,60A,['RCB']
RCBV20.L6B1,60A,['RCB']
RCBV20.L7B2,60A,['RCB']
RCBV20.L8B1,60A,['RCB']
RCBV20.R1B1,60A,['RCB']
RCBV20.R2B2,60A,['RCB']
RCBV20.R3B1,60A,['RCB']
RCBV20.R4B2,60A,['RCB']
RCBV20.R5B1,60A,['RCB']
RCBV20.R6B2,60A,['RCB']
RCBV20.R7B1,60A,['RCB']
RCBV20.R8B2,60A,['RCB']
RCBV21.L1B1,60A,['RCB']
RCBV21.L2B2,60A,['RCB']
RCBV21.L3B1,60A,['RCB']
RCBV21.L4B2,60A,['RCB']
RCBV21.L5B1,60A,['RCB']
RCBV21.L6B2,60A,['RCB']
RCBV21.L7B1,60A,['RCB']
RCBV21.L8B2,60A,['RCB']
RCBV21.R1B2,60A,['RCB']
RCBV21.R2B1,60A,['RCB']
RCBV21.R3B2,60A,['RCB']
RCBV21.R4B1,60A,['RCB']
RCBV21.R5B2,60A,['RCB']
RCBV21.R6B1,60A,['RCB']
RCBV21.R7B2,60A,['RCB']
RCBV21.R8B1,60A,['RCB']
RCBV22.L1B2,60A,['RCB']
RCBV22.L2B1,60A,['RCB']
RCBV22.L3B2,60A,['RCB']
RCBV22.L4B1,60A,['RCB']
RCBV22.L5B2,60A,['RCB']
RCBV22.L6B1,60A,['RCB']
RCBV22.L7B2,60A,['RCB']
RCBV22.L8B1,60A,['RCB']
RCBV22.R1B1,60A,['RCB']
RCBV22.R2B2,60A,['RCB']
RCBV22.R3B1,60A,['RCB']
RCBV22.R4B2,60A,['RCB']
RCBV22.R5B1,60A,['RCB']
RCBV22.R6B2,60A,['RCB']
RCBV22.R7B1,60A,['RCB']
RCBV22.R8B2,60A,['RCB']
RCBV23.L1B1,60A,['RCB']
RCBV23.L2B2,60A,['RCB']
RCBV23.L3B1,60A,['RCB']
RCBV23.L4B2,60A,['RCB']
RCBV23.L5B1,60A,['RCB']
RCBV23.L6B2,60A,['RCB']
RCBV23.L7B1,60A,['RCB']
RCBV23.L8B2,60A,['RCB']
RCBV23.R1B2,60A,['RCB']
RCBV23.R2B1,60A,['RCB']
RCBV23.R3B2,60A,['RCB']
RCBV23.R4B1,60A,['RCB']
RCBV23.R5B2,60A,['RCB']
RCBV23.R6B1,60A,['RCB']
RCBV23.R7B2,60A,['RCB']
RCBV23.R8B1,60A,['RCB']
RCBV24.L1B2,60A,['RCB']
RCBV24.L2B1,60A,['RCB']
RCBV24.L3B2,60A,['RCB']
RCBV24.L4B1,60A,['RCB']
RCBV24.L5B2,60A,['RCB']
RCBV24.L6B1,60A,['RCB']
RCBV24.L7B2,60A,['RCB']
RCBV24.L8B1,60A,['RCB']
RCBV24.R1B1,60A,['RCB']
RCBV24.R2B2,60A,['RCB']
RCBV24.R3B1,60A,['RCB']
RCBV24.R4B2,60A,['RCB']
RCBV24.R5B1,60A,['RCB']
RCBV24.R6B2,60A,['RCB']
RCBV24.R7B1,60A,['RCB']
RCBV24.R8B2,60A,['RCB']
RCBV25.L1B1,60A,['RCB']
RCBV25.L2B2,60A,['RCB']
RCBV25.L3B1,60A,['RCB']
RCBV25.L4B2,60A,['RCB']
RCBV25.L5B1,60A,['RCB']
RCBV25.L6B2,60A,['RCB']
RCBV25.L7B1,60A,['RCB']
RCBV25.L8B2,60A,['RCB']
RCBV25.R1B2,60A,['RCB']
RCBV25.R2B1,60A,['RCB']
RCBV25.R3B2,60A,['RCB']
RCBV25.R4B1,60A,['RCB']
RCBV25.R5B2,60A,['RCB']
RCBV25.R6B1,60A,['RCB']
RCBV25.R7B2,60A,['RCB']
RCBV25.R8B1,60A,['RCB']
RCBV26.L1B2,60A,['RCB']
RCBV26.L2B1,60A,['RCB']
RCBV26.L3B2,60A,['RCB']
RCBV26.L4B1,60A,['RCB']
RCBV26.L5B2,60A,['RCB']
RCBV26.L6B1,60A,['RCB']
RCBV26.L7B2,60A,['RCB']
RCBV26.L8B1,60A,['RCB']
RCBV26.R1B1,60A,['RCB']
RCBV26.R2B2,60A,['RCB']
RCBV26.R3B1,60A,['RCB']
RCBV26.R4B2,60A,['RCB']
RCBV26.R5B1,60A,['RCB']
RCBV26.R6B2,60A,['RCB']
RCBV26.R7B1,60A,['RCB']
RCBV26.R8B2,60A,['RCB']
RCBV27.L1B1,60A,['RCB']
RCBV27.L2B2,60A,['RCB']
RCBV27.L3B1,60A,['RCB']
RCBV27.L4B2,60A,['RCB']
RCBV27.L5B1,60A,['RCB']
RCBV27.L6B2,60A,['RCB']
RCBV27.L7B1,60A,['RCB']
RCBV27.L8B2,60A,['RCB']
RCBV27.R1B2,60A,['RCB']
RCBV27.R2B1,60A,['RCB']
RCBV27.R3B2,60A,['RCB']
RCBV27.R4B1,60A,['RCB']
RCBV27.R5B2,60A,['RCB']
RCBV27.R6B1,60A,['RCB']
RCBV27.R7B2,60A,['RCB']
RCBV27.R8B1,60A,['RCB']
RCBV28.L1B2,60A,['RCB']
RCBV28.L2B1,60A,['RCB']
RCBV28.L3B2,60A,['RCB']
RCBV28.L4B1,60A,['RCB']
RCBV28.L5B2,60A,['RCB']
RCBV28.L6B1,60A,['RCB']
RCBV28.L7B2,60A,['RCB']
RCBV28.L8B1,60A,['RCB']
RCBV28.R1B1,60A,['RCB']
RCBV28.R2B2,60A,['RCB']
RCBV28.R3B1,60A,['RCB']
RCBV28.R4B2,60A,['RCB']
RCBV28.R5B1,60A,['RCB']
RCBV28.R6B2,60A,['RCB']
RCBV28.R7B1,60A,['RCB']
RCBV28.R8B2,60A,['RCB']
RCBV29.L1B1,60A,['RCB']
RCBV29.L2B2,60A,['RCB']
RCBV29.L3B1,60A,['RCB']
RCBV29.L4B2,60A,['RCB']
RCBV29.L5B1,60A,['RCB']
RCBV29.L6B2,60A,['RCB']
RCBV29.L7B1,60A,['RCB']
RCBV29.L8B2,60A,['RCB']
RCBV29.R1B2,60A,['RCB']
RCBV29.R2B1,60A,['RCB']
RCBV29.R3B2,60A,['RCB']
RCBV29.R4B1,60A,['RCB']
RCBV29.R5B2,60A,['RCB']
RCBV29.R6B1,60A,['RCB']
RCBV29.R7B2,60A,['RCB']
RCBV29.R8B1,60A,['RCB']
RCBV30.L1B2,60A,['RCB']
RCBV30.L2B1,60A,['RCB']
RCBV30.L3B2,60A,['RCB']
RCBV30.L4B1,60A,['RCB']
RCBV30.L5B2,60A,['RCB']
RCBV30.L6B1,60A,['RCB']
RCBV30.L7B2,60A,['RCB']
RCBV30.L8B1,60A,['RCB']
RCBV30.R1B1,60A,['RCB']
RCBV30.R2B2,60A,['RCB']
RCBV30.R3B1,60A,['RCB']
RCBV30.R4B2,60A,['RCB']
RCBV30.R5B1,60A,['RCB']
RCBV30.R6B2,60A,['RCB']
RCBV30.R7B1,60A,['RCB']
RCBV30.R8B2,60A,['RCB']
RCBV31.L1B1,60A,['RCB']
RCBV31.L2B2,60A,['RCB']
RCBV31.L3B1,60A,['RCB']
RCBV31.L4B2,60A,['RCB']
RCBV31.L5B1,60A,['RCB']
RCBV31.L6B2,60A,['RCB']
RCBV31.L7B1,60A,['RCB']
RCBV31.L8B2,60A,['RCB']
RCBV31.R1B2,60A,['RCB']
