circuit_name,circuit_family,circuit_types
RCBV31.R2B1,60A,['RCB']
RCBV31.R3B2,60A,['RCB']
RCBV31.R4B1,60A,['RCB']
RCBV31.R5B2,60A,['RCB']
RCBV31.R6B1,60A,['RCB']
RCBV31.R7B2,60A,['RCB']
RCBV31.R8B1,60A,['RCB']
RCBV32.L1B2,60A,['RCB']
RCBV32.L2B1,60A,['RCB']
RCBV32.L3B2,60A,['RCB']
RCBV32.L4B1,60A,['RCB']
RCBV32.L5B2,60A,['RCB']
RCBV32.L6B1,60A,['RCB']
RCBV32.L7B2,60A,['RCB']
RCBV32.L8B1,60A,['RCB']
RCBV32.R1B1,60A,['RCB']
RCBV32.R2B2,60A,['RCB']
RCBV32.R3B1,60A,['RCB']
RCBV32.R4B2,60A,['RCB']
RCBV32.R5B1,60A,['RCB']
RCBV32.R6B2,60A,['RCB']
RCBV32.R7B1,60A,['RCB']
RCBV32.R8B2,60A,['RCB']
RCBV33.L1B1,60A,['RCB']
RCBV33.L2B2,60A,['RCB']
RCBV33.L3B1,60A,['RCB']
RCBV33.L4B2,60A,['RCB']
RCBV33.L5B1,60A,['RCB']
RCBV33.L6B2,60A,['RCB']
RCBV33.L7B1,60A,['RCB']
RCBV33.L8B2,60A,['RCB']
RCBV33.R1B2,60A,['RCB']
RCBV33.R2B1,60A,['RCB']
RCBV33.R3B2,60A,['RCB']
RCBV33.R4B1,60A,['RCB']
RCBV33.R5B2,60A,['RCB']
RCBV33.R6B1,60A,['RCB']
RCBV33.R7B2,60A,['RCB']
RCBV33.R8B1,60A,['RCB']
RCBV34.L1B2,60A,['RCB']
RCBV34.L2B1,60A,['RCB']
RCBV34.L3B2,60A,['RCB']
RCBV34.L4B1,60A,['RCB']
RCBV34.L5B2,60A,['RCB']
RCBV34.L6B1,60A,['RCB']
RCBV34.L7B2,60A,['RCB']
RCBV34.L8B1,60A,['RCB']
RCBH12.L3B2,60A,['RCB']
RCBCH10.L1B1,80-120A,['RCBC']
RCBCH10.L2B2,80-120A,['RCBC']
RCBCH10.L3B1,80-120A,['RCBC']
RCBCH10.L4B2,80-120A,['RCBC']
RCBCH10.L5B1,80-120A,['RCBC']
RCBCH10.L6B2,80-120A,['RCBC']
RCBCH10.L7B1,80-120A,['RCBC']
RCBCH10.L8B2,80-120A,['RCBC']
RCBCH10.R1B2,80-120A,['RCBC']
RCBCH10.R2B1,80-120A,['RCBC']
RCBCH10.R3B2,80-120A,['RCBC']
RCBCH10.R4B1,80-120A,['RCBC']
RCBCH10.R5B2,80-120A,['RCBC']
RCBCH10.R6B1,80-120A,['RCBC']
RCBCH10.R7B2,80-120A,['RCBC']
RCBCH10.R8B1,80-120A,['RCBC']
RCBCH5.L1B2,80-120A,['RCBC']
RCBCH5.L5B2,80-120A,['RCBC']
RCBCH5.L8B1,80-120A,['RCBC']
RCBCH5.R1B1,80-120A,['RCBC']
RCBCH5.R2B2,80-120A,['RCBC']
RCBCH5.R5B1,80-120A,['RCBC']
RCBCH6.L1B1,80-120A,['RCBC']
RCBCH6.L2B2,80-120A,['RCBC']
RCBCH6.L3B1,80-120A,['RCBC']
RCBCH6.L5B1,80-120A,['RCBC']
RCBCH6.L7B1,80-120A,['RCBC']
RCBCH6.L8B2,80-120A,['RCBC']
RCBCH6.R1B2,80-120A,['RCBC']
RCBCH6.R2B1,80-120A,['RCBC']
RCBCH6.R3B2,80-120A,['RCBC']
RCBCH6.R5B2,80-120A,['RCBC']
RCBCH6.R7B2,80-120A,['RCBC']
RCBCH6.R8B1,80-120A,['RCBC']
RCBCH7.L1B2,80-120A,['RCBC']
RCBCH7.L2B1,80-120A,['RCBC']
RCBCH7.L3B2,80-120A,['RCBC']
RCBCH7.L4B1,80-120A,['RCBC']
RCBCH7.L5B2,80-120A,['RCBC']
RCBCH7.L7B2,80-120A,['RCBC']
RCBCH7.L8B1,80-120A,['RCBC']
RCBCH7.R1B1,80-120A,['RCBC']
RCBCH7.R2B2,80-120A,['RCBC']
RCBCH7.R3B1,80-120A,['RCBC']
RCBCH7.R4B2,80-120A,['RCBC']
RCBCH7.R5B1,80-120A,['RCBC']
RCBCH7.R7B1,80-120A,['RCBC']
RCBCH7.R8B2,80-120A,['RCBC']
RCBCH8.L1B1,80-120A,['RCBC']
RCBCH8.L2B2,80-120A,['RCBC']
RCBCH8.L3B1,80-120A,['RCBC']
RCBCH8.L4B2,80-120A,['RCBC']
RCBCH8.L5B1,80-120A,['RCBC']
RCBCH8.L6B2,80-120A,['RCBC']
RCBCH8.L7B1,80-120A,['RCBC']
RCBCH8.L8B2,80-120A,['RCBC']
RCBCH8.R1B2,80-120A,['RCBC']
RCBCH8.R2B1,80-120A,['RCBC']
RCBCH8.R3B2,80-120A,['RCBC']
RCBCH8.R4B1,80-120A,['RCBC']
RCBCH8.R5B2,80-120A,['RCBC']
RCBCH8.R6B1,80-120A,['RCBC']
RCBCH8.R7B2,80-120A,['RCBC']
RCBCH8.R8B1,80-120A,['RCBC']
RCBCH9.L1B2,80-120A,['RCBC']
RCBCH9.L2B1,80-120A,['RCBC']
RCBCH9.L3B2,80-120A,['RCBC']
RCBCH9.L4B1,80-120A,['RCBC']
RCBCH9.L5B2,80-120A,['RCBC']
RCBCH9.L6B1,80-120A,['RCBC']
RCBCH9.L7B2,80-120A,['RCBC']
RCBCH9.L8B1,80-120A,['RCBC']
RCBCH9.R1B1,80-120A,['RCBC']
RCBCH9.R2B2,80-120A,['RCBC']
RCBCH9.R3B1,80-120A,['RCBC']
RCBCH9.R4B2,80-120A,['RCBC']
RCBCH9.R5B1,80-120A,['RCBC']
RCBCH9.R6B2,80-120A,['RCBC']
RCBCH9.R7B1,80-120A,['RCBC']
RCBCH9.R8B2,80-120A,['RCBC']
RCBCHS5.L8B1,80-120A,['RCBC']
RCBCHS5.L8B2,80-120A,['RCBC']
RCBCHS5.R2B1,80-120A,['RCBC']
RCBCHS5.R2B2,80-120A,['RCBC']
RCBCV10.L1B2,80-120A,['RCBC']
RCBCV10.L2B1,80-120A,['RCBC']
RCBCV10.L3B2,80-120A,['RCBC']
RCBCV10.L4B1,80-120A,['RCBC']
RCBCV10.L5B2,80-120A,['RCBC']
RCBCV10.L6B1,80-120A,['RCBC']
RCBCV10.L7B2,80-120A,['RCBC']
RCBCV10.L8B1,80-120A,['RCBC']
RCBCV10.R1B1,80-120A,['RCBC']
RCBCV10.R2B2,80-120A,['RCBC']
RCBCV10.R3B1,80-120A,['RCBC']
RCBCV10.R4B2,80-120A,['RCBC']
RCBCV10.R5B1,80-120A,['RCBC']
RCBCV10.R6B2,80-120A,['RCBC']
RCBCV10.R7B1,80-120A,['RCBC']
RCBCV10.R8B2,80-120A,['RCBC']
RCBCV5.L1B1,80-120A,['RCBC']
RCBCV5.L5B1,80-120A,['RCBC']
RCBCV5.L8B2,80-120A,['RCBC']
RCBCV5.R1B2,80-120A,['RCBC']
RCBCV5.R2B1,80-120A,['RCBC']
RCBCV5.R5B2,80-120A,['RCBC']
RCBCV6.L1B2,80-120A,['RCBC']
RCBCV6.L2B1,80-120A,['RCBC']
RCBCV6.L3B2,80-120A,['RCBC']
RCBCV6.L5B2,80-120A,['RCBC']
RCBCV6.L7B2,80-120A,['RCBC']
RCBCV6.L8B1,80-120A,['RCBC']
RCBCV6.R1B1,80-120A,['RCBC']
RCBCV6.R2B2,80-120A,['RCBC']
RCBCV6.R3B1,80-120A,['RCBC']
RCBCV6.R5B1,80-120A,['RCBC']
RCBCV6.R7B1,80-120A,['RCBC']
RCBCV6.R8B2,80-120A,['RCBC']
RCBCV7.L1B1,80-120A,['RCBC']
RCBCV7.L2B2,80-120A,['RCBC']
RCBCV7.L3B1,80-120A,['RCBC']
RCBCV7.L4B2,80-120A,['RCBC']
RCBCV7.L5B1,80-120A,['RCBC']
RCBCV7.L7B1,80-120A,['RCBC']
RCBCV7.L8B2,80-120A,['RCBC']
RCBCV7.R1B2,80-120A,['RCBC']
RCBCV7.R2B1,80-120A,['RCBC']
RCBCV7.R3B2,80-120A,['RCBC']
RCBCV7.R4B1,80-120A,['RCBC']
RCBCV7.R5B2,80-120A,['RCBC']
RCBCV7.R7B2,80-120A,['RCBC']
RCBCV7.R8B1,80-120A,['RCBC']
RCBCV8.L1B2,80-120A,['RCBC']
RCBCV8.L2B1,80-120A,['RCBC']
RCBCV8.L3B2,80-120A,['RCBC']
RCBCV8.L4B1,80-120A,['RCBC']
RCBCV8.L5B2,80-120A,['RCBC']
RCBCV8.L6B1,80-120A,['RCBC']
RCBCV8.L7B2,80-120A,['RCBC']
RCBCV8.L8B1,80-120A,['RCBC']
RCBCV8.R1B1,80-120A,['RCBC']
RCBCV8.R2B2,80-120A,['RCBC']
RCBCV8.R3B1,80-120A,['RCBC']
RCBCV8.R4B2,80-120A,['RCBC']
RCBCV8.R5B1,80-120A,['RCBC']
RCBCV8.R6B2,80-120A,['RCBC']
RCBCV8.R7B1,80-120A,['RCBC']
RCBCV8.R8B2,80-120A,['RCBC']
RCBCV9.L1B1,80-120A,['RCBC']
RCBCV9.L2B2,80-120A,['RCBC']
RCBCV9.L3B1,80-120A,['RCBC']
RCBCV9.L4B2,80-120A,['RCBC']
RCBCV9.L5B1,80-120A,['RCBC']
RCBCV9.L6B2,80-120A,['RCBC']
RCBCV9.L7B1,80-120A,['RCBC']
RCBCV9.L8B2,80-120A,['RCBC']
RCBCV9.R1B2,80-120A,['RCBC']
RCBCV9.R2B1,80-120A,['RCBC']
RCBCV9.R3B2,80-120A,['RCBC']
RCBCV9.R4B1,80-120A,['RCBC']
RCBCV9.R5B2,80-120A,['RCBC']
RCBCV9.R6B1,80-120A,['RCBC']
RCBCV9.R7B2,80-120A,['RCBC']
RCBCV9.R8B1,80-120A,['RCBC']
RCBCVS5.L8B1,80-120A,['RCBC']
RCBCVS5.L8B2,80-120A,['RCBC']
RCBCVS5.R2B1,80-120A,['RCBC']
RCBCVS5.R2B2,80-120A,['RCBC']
RCBYH4.L1B1,80-120A,['RCBY']
RCBYH4.L2B2,80-120A,['RCBY']
RCBYH4.L5B1,80-120A,['RCBY']
RCBYH4.L6B2,80-120A,['RCBY']
RCBYH4.L8B2,80-120A,['RCBY']
RCBYH4.R1B2,80-120A,['RCBY']
RCBYH4.R2B1,80-120A,['RCBY']
RCBYH4.R5B2,80-120A,['RCBY']
RCBYH4.R6B1,80-120A,['RCBY']
RCBYH4.R8B1,80-120A,['RCBY']
RCBYH5.L2B1,80-120A,['RCBY']
RCBYH5.L4B1,80-120A,['RCBY']
RCBYH5.L6B1,80-120A,['RCBY']
RCBYH5.R4B2,80-120A,['RCBY']
RCBYH5.R6B2,80-120A,['RCBY']
RCBYH5.R8B2,80-120A,['RCBY']
RCBYH6.L4B2,80-120A,['RCBY']
RCBYH6.R4B1,80-120A,['RCBY']
RCBYHS4.L1B1,80-120A,['RCBY']
RCBYHS4.L1B2,80-120A,['RCBY']
RCBYHS4.L2B1,80-120A,['RCBY']
RCBYHS4.L2B2,80-120A,['RCBY']
RCBYHS4.L5B1,80-120A,['RCBY']
RCBYHS4.L5B2,80-120A,['RCBY']
RCBYHS4.L8B1,80-120A,['RCBY']
RCBYHS4.L8B2,80-120A,['RCBY']
RCBYHS4.R1B1,80-120A,['RCBY']
RCBYHS4.R1B2,80-120A,['RCBY']
RCBYHS4.R2B1,80-120A,['RCBY']
RCBYHS4.R2B2,80-120A,['RCBY']
RCBYHS4.R5B1,80-120A,['RCBY']
RCBYHS4.R5B2,80-120A,['RCBY']
RCBYHS4.R8B1,80-120A,['RCBY']
RCBYHS4.R8B2,80-120A,['RCBY']
RCBYHS5.L2B1,80-120A,['RCBY']
RCBYHS5.L2B2,80-120A,['RCBY']
RCBYHS5.R8B1,80-120A,['RCBY']
RCBYHS5.R8B2,80-120A,['RCBY']
RCBYV4.L1B2,80-120A,['RCBY']
RCBYV4.L2B1,80-120A,['RCBY']
RCBYV4.L5B2,80-120A,['RCBY']
RCBYV4.L6B1,80-120A,['RCBY']
RCBYV4.L8B1,80-120A,['RCBY']
RCBYV4.R1B1,80-120A,['RCBY']
RCBYV4.R2B2,80-120A,['RCBY']
RCBYV4.R5B1,80-120A,['RCBY']
RCBYV4.R6B2,80-120A,['RCBY']
RCBYV4.R8B2,80-120A,['RCBY']
RCBYV5.L2B2,80-120A,['RCBY']
RCBYV5.L4B2,80-120A,['RCBY']
RCBYV5.L6B2,80-120A,['RCBY']
RCBYV5.R4B1,80-120A,['RCBY']
RCBYV5.R6B1,80-120A,['RCBY']
RCBYV5.R8B1,80-120A,['RCBY']
RCBYV6.L4B1,80-120A,['RCBY']
RCBYV6.R4B2,80-120A,['RCBY']
RCBYVS4.L1B1,80-120A,['RCBY']
RCBYVS4.L1B2,80-120A,['RCBY']
RCBYVS4.L2B1,80-120A,['RCBY']
RCBYVS4.L2B2,80-120A,['RCBY']
RCBYVS4.L5B1,80-120A,['RCBY']
RCBYVS4.L5B2,80-120A,['RCBY']
RCBYVS4.L8B1,80-120A,['RCBY']
RCBYVS4.L8B2,80-120A,['RCBY']
RCBYVS4.R1B1,80-120A,['RCBY']
RCBYVS4.R1B2,80-120A,['RCBY']
RCBYVS4.R2B1,80-120A,['RCBY']
RCBYVS4.R2B2,80-120A,['RCBY']
RCBYVS4.R5B1,80-120A,['RCBY']
RCBYVS4.R5B2,80-120A,['RCBY']
RCBYVS4.R8B1,80-120A,['RCBY']
RCBYVS4.R8B2,80-120A,['RCBY']
RCBYVS5.L2B1,80-120A,['RCBY']
RCBYVS5.L2B2,80-120A,['RCBY']
RCBYVS5.R8B1,80-120A,['RCBY']
RCBYVS5.R8B2,80-120A,['RCBY']
RD1.L2,IPD,['RD1']
RD1.L8,IPD,['RD1']
RD1.R2,IPD,['RD1']
RD1.R8,IPD,['RD1']
RD2.L1,IPD,['RD2']
RD2.L2,IPD,['RD2']
RD2.L5,IPD,['RD2']
RD2.L8,IPD,['RD2']
RD2.R1,IPD,['RD2']
RD2.R2,IPD,['RD2']
RD2.R5,IPD,['RD2']
RD2.R8,IPD,['RD2']
RD3.L4,IPD,['RD3']
RD3.R4,IPD,['RD3']
RD4.L4,IPD,['RD4']
RD4.R4,IPD,['RD4']
RQ4.L1,IPQ,['IPQ_RQ4_2_2xRPHH_2xMQY']
RQ4.L2,IPQ,['IPQ_RQ4_4_2xRPHH_4xMQY']
RQ4.L5,IPQ,['IPQ_RQ4_2_2xRPHH_2xMQY']
RQ4.L6,IPQ,['IPQ_RQ4_2_2xRPHH_2xMQY']
RQ4.L8,IPQ,['IPQ_RQ4_4_2xRPHH_4xMQY']
RQ4.R1,IPQ,['IPQ_RQ4_2_2xRPHH_2xMQY']
RQ4.R2,IPQ,['IPQ_RQ4_4_2xRPHH_4xMQY']
RQ4.R5,IPQ,['IPQ_RQ4_2_2xRPHH_2xMQY']
RQ4.R6,IPQ,['IPQ_RQ4_2_2xRPHH_2xMQY']
RQ4.R8,IPQ,['IPQ_RQ4_4_2xRPHH_4xMQY']
RQ5.L1,IPQ,['IPQ_RQ5_2_2xRPHGB_2xMQML']
RQ5.L2,IPQ,['IPQ_RQ5_4_2xRPHH_4xMQY']
RQ5.L4,IPQ,['IPQ_RQ5_2_2xRPHH_2xMQY']
RQ5.L5,IPQ,['IPQ_RQ5_2_2xRPHGB_2xMQML']
RQ5.L6,IPQ,['IPQ_RQ5_2_2xRPHH_2xMQY']
RQ5.L8,IPQ,['IPQ_RQ5_4_2xRPHGB_4xMQM']
RQ5.R1,IPQ,['IPQ_RQ5_2_2xRPHGB_2xMQML']
RQ5.R2,IPQ,['IPQ_RQ5_4_2xRPHGB_4xMQM']
RQ5.R4,IPQ,['IPQ_RQ5_2_2xRPHH_2xMQY']
RQ5.R5,IPQ,['IPQ_RQ5_2_2xRPHGB_2xMQML']
RQ5.R6,IPQ,['IPQ_RQ5_2_2xRPHH_2xMQY']
RQ5.R8,IPQ,['IPQ_RQ5_4_2xRPHH_4xMQY']
RQ6.L1,IPQ,['IPQ_RQ6_2_2xRPHGB_2xMQML']
RQ6.L2,IPQ,['IPQ_RQ6_4_2xRPHGB_2xMQM_2xMQML']
RQ6.L4,IPQ,['IPQ_RQ6_2_2xRPHGB_2xMQY']
RQ6.L5,IPQ,['IPQ_RQ6_2_2xRPHGB_2xMQML']
RQ6.L8,IPQ,['IPQ_RQ6_4_2xRPHGB_2xMQM_2xMQML']
RQ6.R1,IPQ,['IPQ_RQ6_2_2xRPHGB_2xMQML']
RQ6.R2,IPQ,['IPQ_RQ6_4_2xRPHGB_2xMQM_2xMQML']
RQ6.R4,IPQ,['IPQ_RQ6_2_2xRPHGB_2xMQY']
RQ6.R5,IPQ,['IPQ_RQ6_2_2xRPHGB_2xMQML']
RQ6.R8,IPQ,['IPQ_RQ6_4_2xRPHGB_2xMQM_2xMQML']
RQ7.L1,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ7.L2,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ7.L4,IPQ,['IPQ_RQ7_2_2xRPHGA_2xMQM']
RQ7.L5,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ7.L8,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ7.R1,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ7.R2,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ7.R4,IPQ,['IPQ_RQ7_2_2xRPHGA_2xMQM']
RQ7.R5,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ7.R8,IPQ,['IPQ_RQ7_4_2xRPHGA_4xMQM']
RQ8.L1,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.L2,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.L4,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.L5,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.L6,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.L8,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.R1,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.R2,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.R4,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.R5,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.R6,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ8.R8,IPQ,['IPQ_RQ8_2_2xRPHGA_2xMQML']
RQ9.L1,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.L2,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.L4,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.L5,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.L6,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.L8,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.R1,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.R2,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.R4,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.R5,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.R6,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ9.R8,IPQ,['IPQ_RQ9_4_2xRPHGA_2xMQM_2xMQMC']
RQ10.L1,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.L2,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.L4,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.L5,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.L6,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.L8,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.R1,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.R2,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.R4,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.R5,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.R6,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RQ10.R8,IPQ,['IPQ_RQ10_2_2xRPHGA_2xMQML']
RB.A12,RB,['RB']
RB.A23,RB,['RB']
RB.A34,RB,['RB']
RB.A45,RB,['RB']
RB.A56,RB,['RB']
RB.A67,RB,['RB']
RB.A78,RB,['RB']
RB.A81,RB,['RB']
RCBXH1.L1_RCBXV1.L1,600A,['RCBX']
RCBXH1.L1_RCBXV1.R1,600A,['RCBX']
RCBXH1.L1_RCBXV1.L2,600A,['RCBX']
RCBXH1.L1_RCBXV1.R2,600A,['RCBX']
RCBXH1.L1_RCBXV1.L5,600A,['RCBX']
RCBXH1.L1_RCBXV1.R5,600A,['RCBX']
RCBXH1.L1_RCBXV2.L1,600A,['RCBX']
RCBXH1.L1_RCBXV2.R1,600A,['RCBX']
RCBXH1.L1_RCBXV2.L2,600A,['RCBX']
RCBXH1.L1_RCBXV2.R2,600A,['RCBX']
RCBXH1.L1_RCBXV2.L5,600A,['RCBX']
RCBXH1.L1_RCBXV2.R5,600A,['RCBX']
RCBXH1.L1_RCBXV2.L8,600A,['RCBX']
RCBXH1.L1_RCBXV2.R8,600A,['RCBX']
RCBXH1.L1_RCBXV3.L1,600A,['RCBX']
RCBXH1.L1_RCBXV3.R1,600A,['RCBX']
RCBXH1.L1_RCBXV3.L2,600A,['RCBX']
RCBXH1.L1_RCBXV3.R2,600A,['RCBX']
RCBXH1.L1_RCBXV3.L5,600A,['RCBX']
RCBXH1.L1_RCBXV3.R5,600A,['RCBX']
RCBXH1.L1_RCBXV3.L8,600A,['RCBX']
RCBXH1.L1_RCBXV3.R8,600A,['RCBX']
RCBXH1.R1_RCBXV1.L1,600A,['RCBX']
RCBXH1.R1_RCBXV1.R1,600A,['RCBX']
RCBXH1.R1_RCBXV1.L2,600A,['RCBX']
RCBXH1.R1_RCBXV1.R2,600A,['RCBX']
RCBXH1.R1_RCBXV1.L5,600A,['RCBX']
RCBXH1.R1_RCBXV1.R5,600A,['RCBX']
RCBXH1.R1_RCBXV2.L1,600A,['RCBX']
RCBXH1.R1_RCBXV2.R1,600A,['RCBX']
RCBXH1.R1_RCBXV2.L2,600A,['RCBX']
RCBXH1.R1_RCBXV2.R2,600A,['RCBX']
RCBXH1.R1_RCBXV2.L5,600A,['RCBX']
RCBXH1.R1_RCBXV2.R5,600A,['RCBX']
RCBXH1.R1_RCBXV2.L8,600A,['RCBX']
RCBXH1.R1_RCBXV2.R8,600A,['RCBX']
RCBXH1.R1_RCBXV3.L1,600A,['RCBX']
RCBXH1.R1_RCBXV3.R1,600A,['RCBX']
RCBXH1.R1_RCBXV3.L2,600A,['RCBX']
RCBXH1.R1_RCBXV3.R2,600A,['RCBX']
RCBXH1.R1_RCBXV3.L5,600A,['RCBX']
RCBXH1.R1_RCBXV3.R5,600A,['RCBX']
RCBXH1.R1_RCBXV3.L8,600A,['RCBX']
RCBXH1.R1_RCBXV3.R8,600A,['RCBX']
RCBXH1.L2_RCBXV1.L1,600A,['RCBX']
RCBXH1.L2_RCBXV1.R1,600A,['RCBX']
RCBXH1.L2_RCBXV1.L2,600A,['RCBX']
RCBXH1.L2_RCBXV1.R2,600A,['RCBX']
RCBXH1.L2_RCBXV1.L5,600A,['RCBX']
RCBXH1.L2_RCBXV1.R5,600A,['RCBX']
RCBXH1.L2_RCBXV2.L1,600A,['RCBX']
RCBXH1.L2_RCBXV2.R1,600A,['RCBX']
RCBXH1.L2_RCBXV2.L2,600A,['RCBX']
RCBXH1.L2_RCBXV2.R2,600A,['RCBX']
RCBXH1.L2_RCBXV2.L5,600A,['RCBX']
RCBXH1.L2_RCBXV2.R5,600A,['RCBX']
RCBXH1.L2_RCBXV2.L8,600A,['RCBX']
RCBXH1.L2_RCBXV2.R8,600A,['RCBX']
RCBXH1.L2_RCBXV3.L1,600A,['RCBX']
RCBXH1.L2_RCBXV3.R1,600A,['RCBX']
RCBXH1.L2_RCBXV3.L2,600A,['RCBX']
RCBXH1.L2_RCBXV3.R2,600A,['RCBX']
RCBXH1.L2_RCBXV3.L5,600A,['RCBX']
RCBXH1.L2_RCBXV3.R5,600A,['RCBX']
RCBXH1.L2_RCBXV3.L8,600A,['RCBX']
RCBXH1.L2_RCBXV3.R8,600A,['RCBX']
RCBXH1.R2_RCBXV1.L1,600A,['RCBX']
RCBXH1.R2_RCBXV1.R1,600A,['RCBX']
RCBXH1.R2_RCBXV1.L2,600A,['RCBX']
RCBXH1.R2_RCBXV1.R2,600A,['RCBX']
RCBXH1.R2_RCBXV1.L5,600A,['RCBX']
RCBXH1.R2_RCBXV1.R5,600A,['RCBX']
RCBXH1.R2_RCBXV2.L1,600A,['RCBX']
RCBXH1.R2_RCBXV2.R1,600A,['RCBX']
