circuit_name,circuit_family,circuit_types
RCBXH1.R2_RCBXV2.L2,600A,['RCBX']
RCBXH1.R2_RCBXV2.R2,600A,['RCBX']
RCBXH1.R2_RCBXV2.L5,600A,['RCBX']
RCBXH1.R2_RCBXV2.R5,600A,['RCBX']
RCBXH1.R2_RCBXV2.L8,600A,['RCBX']
RCBXH1.R2_RCBXV2.R8,600A,['RCBX']
RCBXH1.R2_RCBXV3.L1,600A,['RCBX']
RCBXH1.R2_RCBXV3.R1,600A,['RCBX']
RCBXH1.R2_RCBXV3.L2,600A,['RCBX']
RCBXH1.R2_RCBXV3.R2,600A,['RCBX']
RCBXH1.R2_RCBXV3.L5,600A,['RCBX']
RCBXH1.R2_RCBXV3.R5,600A,['RCBX']
RCBXH1.R2_RCBXV3.L8,600A,['RCBX']
RCBXH1.R2_RCBXV3.R8,600A,['RCBX']
RCBXH1.L5_RCBXV1.L1,600A,['RCBX']
RCBXH1.L5_RCBXV1.R1,600A,['RCBX']
RCBXH1.L5_RCBXV1.L2,600A,['RCBX']
RCBXH1.L5_RCBXV1.R2,600A,['RCBX']
RCBXH1.L5_RCBXV1.L5,600A,['RCBX']
RCBXH1.L5_RCBXV1.R5,600A,['RCBX']
RCBXH1.L5_RCBXV2.L1,600A,['RCBX']
RCBXH1.L5_RCBXV2.R1,600A,['RCBX']
RCBXH1.L5_RCBXV2.L2,600A,['RCBX']
RCBXH1.L5_RCBXV2.R2,600A,['RCBX']
RCBXH1.L5_RCBXV2.L5,600A,['RCBX']
RCBXH1.L5_RCBXV2.R5,600A,['RCBX']
RCBXH1.L5_RCBXV2.L8,600A,['RCBX']
RCBXH1.L5_RCBXV2.R8,600A,['RCBX']
RCBXH1.L5_RCBXV3.L1,600A,['RCBX']
RCBXH1.L5_RCBXV3.R1,600A,['RCBX']
RCBXH1.L5_RCBXV3.L2,600A,['RCBX']
RCBXH1.L5_RCBXV3.R2,600A,['RCBX']
RCBXH1.L5_RCBXV3.L5,600A,['RCBX']
RCBXH1.L5_RCBXV3.R5,600A,['RCBX']
RCBXH1.L5_RCBXV3.L8,600A,['RCBX']
RCBXH1.L5_RCBXV3.R8,600A,['RCBX']
RCBXH1.R5_RCBXV1.L1,600A,['RCBX']
RCBXH1.R5_RCBXV1.R1,600A,['RCBX']
RCBXH1.R5_RCBXV1.L2,600A,['RCBX']
RCBXH1.R5_RCBXV1.R2,600A,['RCBX']
RCBXH1.R5_RCBXV1.L5,600A,['RCBX']
RCBXH1.R5_RCBXV1.R5,600A,['RCBX']
RCBXH1.R5_RCBXV2.L1,600A,['RCBX']
RCBXH1.R5_RCBXV2.R1,600A,['RCBX']
RCBXH1.R5_RCBXV2.L2,600A,['RCBX']
RCBXH1.R5_RCBXV2.R2,600A,['RCBX']
RCBXH1.R5_RCBXV2.L5,600A,['RCBX']
RCBXH1.R5_RCBXV2.R5,600A,['RCBX']
RCBXH1.R5_RCBXV2.L8,600A,['RCBX']
RCBXH1.R5_RCBXV2.R8,600A,['RCBX']
RCBXH1.R5_RCBXV3.L1,600A,['RCBX']
RCBXH1.R5_RCBXV3.R1,600A,['RCBX']
RCBXH1.R5_RCBXV3.L2,600A,['RCBX']
RCBXH1.R5_RCBXV3.R2,600A,['RCBX']
RCBXH1.R5_RCBXV3.L5,600A,['RCBX']
RCBXH1.R5_RCBXV3.R5,600A,['RCBX']
RCBXH1.R5_RCBXV3.L8,600A,['RCBX']
RCBXH1.R5_RCBXV3.R8,600A,['RCBX']
RCBXH2.L1_RCBXV1.L1,600A,['RCBX']
RCBXH2.L1_RCBXV1.R1,600A,['RCBX']
RCBXH2.L1_RCBXV1.L2,600A,['RCBX']
RCBXH2.L1_RCBXV1.R2,600A,['RCBX']
RCBXH2.L1_RCBXV1.L5,600A,['RCBX']
RCBXH2.L1_RCBXV1.R5,600A,['RCBX']
RCBXH2.L1_RCBXV2.L1,600A,['RCBX']
RCBXH2.L1_RCBXV2.R1,600A,['RCBX']
RCBXH2.L1_RCBXV2.L2,600A,['RCBX']
RCBXH2.L1_RCBXV2.R2,600A,['RCBX']
RCBXH2.L1_RCBXV2.L5,600A,['RCBX']
RCBXH2.L1_RCBXV2.R5,600A,['RCBX']
RCBXH2.L1_RCBXV2.L8,600A,['RCBX']
RCBXH2.L1_RCBXV2.R8,600A,['RCBX']
RCBXH2.L1_RCBXV3.L1,600A,['RCBX']
RCBXH2.L1_RCBXV3.R1,600A,['RCBX']
RCBXH2.L1_RCBXV3.L2,600A,['RCBX']
RCBXH2.L1_RCBXV3.R2,600A,['RCBX']
RCBXH2.L1_RCBXV3.L5,600A,['RCBX']
RCBXH2.L1_RCBXV3.R5,600A,['RCBX']
RCBXH2.L1_RCBXV3.L8,600A,['RCBX']
RCBXH2.L1_RCBXV3.R8,600A,['RCBX']
RCBXH2.R1_RCBXV1.L1,600A,['RCBX']
RCBXH2.R1_RCBXV1.R1,600A,['RCBX']
RCBXH2.R1_RCBXV1.L2,600A,['RCBX']
RCBXH2.R1_RCBXV1.R2,600A,['RCBX']
RCBXH2.R1_RCBXV1.L5,600A,['RCBX']
RCBXH2.R1_RCBXV1.R5,600A,['RCBX']
RCBXH2.R1_RCBXV2.L1,600A,['RCBX']
RCBXH2.R1_RCBXV2.R1,600A,['RCBX']
RCBXH2.R1_RCBXV2.L2,600A,['RCBX']
RCBXH2.R1_RCBXV2.R2,600A,['RCBX']
RCBXH2.R1_RCBXV2.L5,600A,['RCBX']
RCBXH2.R1_RCBXV2.R5,600A,['RCBX']
RCBXH2.R1_RCBXV2.L8,600A,['RCBX']
RCBXH2.R1_RCBXV2.R8,600A,['RCBX']
RCBXH2.R1_RCBXV3.L1,600A,['RCBX']
RCBXH2.R1_RCBXV3.R1,600A,['RCBX']
RCBXH2.R1_RCBXV3.L2,600A,['RCBX']
RCBXH2.R1_RCBXV3.R2,600A,['RCBX']
RCBXH2.R1_RCBXV3.L5,600A,['RCBX']
RCBXH2.R1_RCBXV3.R5,600A,['RCBX']
RCBXH2.R1_RCBXV3.L8,600A,['RCBX']
RCBXH2.R1_RCBXV3.R8,600A,['RCBX']
RCBXH2.L2_RCBXV1.L1,600A,['RCBX']
RCBXH2.L2_RCBXV1.R1,600A,['RCBX']
RCBXH2.L2_RCBXV1.L2,600A,['RCBX']
RCBXH2.L2_RCBXV1.R2,600A,['RCBX']
RCBXH2.L2_RCBXV1.L5,600A,['RCBX']
RCBXH2.L2_RCBXV1.R5,600A,['RCBX']
RCBXH2.L2_RCBXV2.L1,600A,['RCBX']
RCBXH2.L2_RCBXV2.R1,600A,['RCBX']
RCBXH2.L2_RCBXV2.L2,600A,['RCBX']
RCBXH2.L2_RCBXV2.R2,600A,['RCBX']
RCBXH2.L2_RCBXV2.L5,600A,['RCBX']
RCBXH2.L2_RCBXV2.R5,600A,['RCBX']
RCBXH2.L2_RCBXV2.L8,600A,['RCBX']
RCBXH2.L2_RCBXV2.R8,600A,['RCBX']
RCBXH2.L2_RCBXV3.L1,600A,['RCBX']
RCBXH2.L2_RCBXV3.R1,600A,['RCBX']
RCBXH2.L2_RCBXV3.L2,600A,['RCBX']
RCBXH2.L2_RCBXV3.R2,600A,['RCBX']
RCBXH2.L2_RCBXV3.L5,600A,['RCBX']
RCBXH2.L2_RCBXV3.R5,600A,['RCBX']
RCBXH2.L2_RCBXV3.L8,600A,['RCBX']
RCBXH2.L2_RCBXV3.R8,600A,['RCBX']
RCBXH2.R2_RCBXV1.L1,600A,['RCBX']
RCBXH2.R2_RCBXV1.R1,600A,['RCBX']
RCBXH2.R2_RCBXV1.L2,600A,['RCBX']
RCBXH2.R2_RCBXV1.R2,600A,['RCBX']
RCBXH2.R2_RCBXV1.L5,600A,['RCBX']
RCBXH2.R2_RCBXV1.R5,600A,['RCBX']
RCBXH2.R2_RCBXV2.L1,600A,['RCBX']
RCBXH2.R2_RCBXV2.R1,600A,['RCBX']
RCBXH2.R2_RCBXV2.L2,600A,['RCBX']
RCBXH2.R2_RCBXV2.R2,600A,['RCBX']
RCBXH2.R2_RCBXV2.L5,600A,['RCBX']
RCBXH2.R2_RCBXV2.R5,600A,['RCBX']
RCBXH2.R2_RCBXV2.L8,600A,['RCBX']
RCBXH2.R2_RCBXV2.R8,600A,['RCBX']
RCBXH2.R2_RCBXV3.L1,600A,['RCBX']
RCBXH2.R2_RCBXV3.R1,600A,['RCBX']
RCBXH2.R2_RCBXV3.L2,600A,['RCBX']
RCBXH2.R2_RCBXV3.R2,600A,['RCBX']
RCBXH2.R2_RCBXV3.L5,600A,['RCBX']
RCBXH2.R2_RCBXV3.R5,600A,['RCBX']
RCBXH2.R2_RCBXV3.L8,600A,['RCBX']
RCBXH2.R2_RCBXV3.R8,600A,['RCBX']
RCBXH2.L5_RCBXV1.L1,600A,['RCBX']
RCBXH2.L5_RCBXV1.R1,600A,['RCBX']
RCBXH2.L5_RCBXV1.L2,600A,['RCBX']
RCBXH2.L5_RCBXV1.R2,600A,['RCBX']
RCBXH2.L5_RCBXV1.L5,600A,['RCBX']
RCBXH2.L5_RCBXV1.R5,600A,['RCBX']
RCBXH2.L5_RCBXV2.L1,600A,['RCBX']
RCBXH2.L5_RCBXV2.R1,600A,['RCBX']
RCBXH2.L5_RCBXV2.L2,600A,['RCBX']
RCBXH2.L5_RCBXV2.R2,600A,['RCBX']
RCBXH2.L5_RCBXV2.L5,600A,['RCBX']
RCBXH2.L5_RCBXV2.R5,600A,['RCBX']
RCBXH2.L5_RCBXV2.L8,600A,['RCBX']
RCBXH2.L5_RCBXV2.R8,600A,['RCBX']
RCBXH2.L5_RCBXV3.L1,600A,['RCBX']
RCBXH2.L5_RCBXV3.R1,600A,['RCBX']
RCBXH2.L5_RCBXV3.L2,600A,['RCBX']
RCBXH2.L5_RCBXV3.R2,600A,['RCBX']
RCBXH2.L5_RCBXV3.L5,600A,['RCBX']
RCBXH2.L5_RCBXV3.R5,600A,['RCBX']
RCBXH2.L5_RCBXV3.L8,600A,['RCBX']
RCBXH2.L5_RCBXV3.R8,600A,['RCBX']
RCBXH2.R5_RCBXV1.L1,600A,['RCBX']
RCBXH2.R5_RCBXV1.R1,600A,['RCBX']
RCBXH2.R5_RCBXV1.L2,600A,['RCBX']
RCBXH2.R5_RCBXV1.R2,600A,['RCBX']
RCBXH2.R5_RCBXV1.L5,600A,['RCBX']
RCBXH2.R5_RCBXV1.R5,600A,['RCBX']
RCBXH2.R5_RCBXV2.L1,600A,['RCBX']
RCBXH2.R5_RCBXV2.R1,600A,['RCBX']
RCBXH2.R5_RCBXV2.L2,600A,['RCBX']
RCBXH2.R5_RCBXV2.R2,600A,['RCBX']
RCBXH2.R5_RCBXV2.L5,600A,['RCBX']
RCBXH2.R5_RCBXV2.R5,600A,['RCBX']
RCBXH2.R5_RCBXV2.L8,600A,['RCBX']
RCBXH2.R5_RCBXV2.R8,600A,['RCBX']
RCBXH2.R5_RCBXV3.L1,600A,['RCBX']
RCBXH2.R5_RCBXV3.R1,600A,['RCBX']
RCBXH2.R5_RCBXV3.L2,600A,['RCBX']
RCBXH2.R5_RCBXV3.R2,600A,['RCBX']
RCBXH2.R5_RCBXV3.L5,600A,['RCBX']
RCBXH2.R5_RCBXV3.R5,600A,['RCBX']
RCBXH2.R5_RCBXV3.L8,600A,['RCBX']
RCBXH2.R5_RCBXV3.R8,600A,['RCBX']
RCBXH2.L8_RCBXV1.L1,600A,['RCBX']
RCBXH2.L8_RCBXV1.R1,600A,['RCBX']
RCBXH2.L8_RCBXV1.L2,600A,['RCBX']
RCBXH2.L8_RCBXV1.R2,600A,['RCBX']
RCBXH2.L8_RCBXV1.L5,600A,['RCBX']
RCBXH2.L8_RCBXV1.R5,600A,['RCBX']
RCBXH2.L8_RCBXV2.L1,600A,['RCBX']
RCBXH2.L8_RCBXV2.R1,600A,['RCBX']
RCBXH2.L8_RCBXV2.L2,600A,['RCBX']
RCBXH2.L8_RCBXV2.R2,600A,['RCBX']
RCBXH2.L8_RCBXV2.L5,600A,['RCBX']
RCBXH2.L8_RCBXV2.R5,600A,['RCBX']
RCBXH2.L8_RCBXV2.L8,600A,['RCBX']
RCBXH2.L8_RCBXV2.R8,600A,['RCBX']
RCBXH2.L8_RCBXV3.L1,600A,['RCBX']
RCBXH2.L8_RCBXV3.R1,600A,['RCBX']
RCBXH2.L8_RCBXV3.L2,600A,['RCBX']
RCBXH2.L8_RCBXV3.R2,600A,['RCBX']
RCBXH2.L8_RCBXV3.L5,600A,['RCBX']
RCBXH2.L8_RCBXV3.R5,600A,['RCBX']
RCBXH2.L8_RCBXV3.L8,600A,['RCBX']
RCBXH2.L8_RCBXV3.R8,600A,['RCBX']
RCBXH2.R8_RCBXV1.L1,600A,['RCBX']
RCBXH2.R8_RCBXV1.R1,600A,['RCBX']
RCBXH2.R8_RCBXV1.L2,600A,['RCBX']
RCBXH2.R8_RCBXV1.R2,600A,['RCBX']
RCBXH2.R8_RCBXV1.L5,600A,['RCBX']
RCBXH2.R8_RCBXV1.R5,600A,['RCBX']
RCBXH2.R8_RCBXV2.L1,600A,['RCBX']
RCBXH2.R8_RCBXV2.R1,600A,['RCBX']
RCBXH2.R8_RCBXV2.L2,600A,['RCBX']
RCBXH2.R8_RCBXV2.R2,600A,['RCBX']
RCBXH2.R8_RCBXV2.L5,600A,['RCBX']
RCBXH2.R8_RCBXV2.R5,600A,['RCBX']
RCBXH2.R8_RCBXV2.L8,600A,['RCBX']
RCBXH2.R8_RCBXV2.R8,600A,['RCBX']
RCBXH2.R8_RCBXV3.L1,600A,['RCBX']
RCBXH2.R8_RCBXV3.R1,600A,['RCBX']
RCBXH2.R8_RCBXV3.L2,600A,['RCBX']
RCBXH2.R8_RCBXV3.R2,600A,['RCBX']
RCBXH2.R8_RCBXV3.L5,600A,['RCBX']
RCBXH2.R8_RCBXV3.R5,600A,['RCBX']
RCBXH2.R8_RCBXV3.L8,600A,['RCBX']
RCBXH2.R8_RCBXV3.R8,600A,['RCBX']
RCBXH3.L1_RCBXV1.L1,600A,['RCBX']
RCBXH3.L1_RCBXV1.R1,600A,['RCBX']
RCBXH3.L1_RCBXV1.L2,600A,['RCBX']
RCBXH3.L1_RCBXV1.R2,600A,['RCBX']
RCBXH3.L1_RCBXV1.L5,600A,['RCBX']
RCBXH3.L1_RCBXV1.R5,600A,['RCBX']
RCBXH3.L1_RCBXV2.L1,600A,['RCBX']
RCBXH3.L1_RCBXV2.R1,600A,['RCBX']
RCBXH3.L1_RCBXV2.L2,600A,['RCBX']
RCBXH3.L1_RCBXV2.R2,600A,['RCBX']
RCBXH3.L1_RCBXV2.L5,600A,['RCBX']
RCBXH3.L1_RCBXV2.R5,600A,['RCBX']
RCBXH3.L1_RCBXV2.L8,600A,['RCBX']
RCBXH3.L1_RCBXV2.R8,600A,['RCBX']
RCBXH3.L1_RCBXV3.L1,600A,['RCBX']
RCBXH3.L1_RCBXV3.R1,600A,['RCBX']
RCBXH3.L1_RCBXV3.L2,600A,['RCBX']
RCBXH3.L1_RCBXV3.R2,600A,['RCBX']
RCBXH3.L1_RCBXV3.L5,600A,['RCBX']
RCBXH3.L1_RCBXV3.R5,600A,['RCBX']
RCBXH3.L1_RCBXV3.L8,600A,['RCBX']
RCBXH3.L1_RCBXV3.R8,600A,['RCBX']
RCBXH3.R1_RCBXV1.L1,600A,['RCBX']
RCBXH3.R1_RCBXV1.R1,600A,['RCBX']
RCBXH3.R1_RCBXV1.L2,600A,['RCBX']
RCBXH3.R1_RCBXV1.R2,600A,['RCBX']
RCBXH3.R1_RCBXV1.L5,600A,['RCBX']
RCBXH3.R1_RCBXV1.R5,600A,['RCBX']
RCBXH3.R1_RCBXV2.L1,600A,['RCBX']
RCBXH3.R1_RCBXV2.R1,600A,['RCBX']
RCBXH3.R1_RCBXV2.L2,600A,['RCBX']
RCBXH3.R1_RCBXV2.R2,600A,['RCBX']
RCBXH3.R1_RCBXV2.L5,600A,['RCBX']
RCBXH3.R1_RCBXV2.R5,600A,['RCBX']
RCBXH3.R1_RCBXV2.L8,600A,['RCBX']
RCBXH3.R1_RCBXV2.R8,600A,['RCBX']
RCBXH3.R1_RCBXV3.L1,600A,['RCBX']
RCBXH3.R1_RCBXV3.R1,600A,['RCBX']
RCBXH3.R1_RCBXV3.L2,600A,['RCBX']
RCBXH3.R1_RCBXV3.R2,600A,['RCBX']
RCBXH3.R1_RCBXV3.L5,600A,['RCBX']
RCBXH3.R1_RCBXV3.R5,600A,['RCBX']
RCBXH3.R1_RCBXV3.L8,600A,['RCBX']
RCBXH3.R1_RCBXV3.R8,600A,['RCBX']
RCBXH3.L2_RCBXV1.L1,600A,['RCBX']
RCBXH3.L2_RCBXV1.R1,600A,['RCBX']
RCBXH3.L2_RCBXV1.L2,600A,['RCBX']
RCBXH3.L2_RCBXV1.R2,600A,['RCBX']
RCBXH3.L2_RCBXV1.L5,600A,['RCBX']
RCBXH3.L2_RCBXV1.R5,600A,['RCBX']
RCBXH3.L2_RCBXV2.L1,600A,['RCBX']
RCBXH3.L2_RCBXV2.R1,600A,['RCBX']
RCBXH3.L2_RCBXV2.L2,600A,['RCBX']
RCBXH3.L2_RCBXV2.R2,600A,['RCBX']
RCBXH3.L2_RCBXV2.L5,600A,['RCBX']
RCBXH3.L2_RCBXV2.R5,600A,['RCBX']
RCBXH3.L2_RCBXV2.L8,600A,['RCBX']
RCBXH3.L2_RCBXV2.R8,600A,['RCBX']
RCBXH3.L2_RCBXV3.L1,600A,['RCBX']
RCBXH3.L2_RCBXV3.R1,600A,['RCBX']
RCBXH3.L2_RCBXV3.L2,600A,['RCBX']
RCBXH3.L2_RCBXV3.R2,600A,['RCBX']
RCBXH3.L2_RCBXV3.L5,600A,['RCBX']
RCBXH3.L2_RCBXV3.R5,600A,['RCBX']
RCBXH3.L2_RCBXV3.L8,600A,['RCBX']
RCBXH3.L2_RCBXV3.R8,600A,['RCBX']
RCBXH3.R2_RCBXV1.L1,600A,['RCBX']
RCBXH3.R2_RCBXV1.R1,600A,['RCBX']
RCBXH3.R2_RCBXV1.L2,600A,['RCBX']
RCBXH3.R2_RCBXV1.R2,600A,['RCBX']
RCBXH3.R2_RCBXV1.L5,600A,['RCBX']
RCBXH3.R2_RCBXV1.R5,600A,['RCBX']
RCBXH3.R2_RCBXV2.L1,600A,['RCBX']
RCBXH3.R2_RCBXV2.R1,600A,['RCBX']
RCBXH3.R2_RCBXV2.L2,600A,['RCBX']
RCBXH3.R2_RCBXV2.R2,600A,['RCBX']
RCBXH3.R2_RCBXV2.L5,600A,['RCBX']
RCBXH3.R2_RCBXV2.R5,600A,['RCBX']
RCBXH3.R2_RCBXV2.L8,600A,['RCBX']
RCBXH3.R2_RCBXV2.R8,600A,['RCBX']
RCBXH3.R2_RCBXV3.L1,600A,['RCBX']
RCBXH3.R2_RCBXV3.R1,600A,['RCBX']
RCBXH3.R2_RCBXV3.L2,600A,['RCBX']
RCBXH3.R2_RCBXV3.R2,600A,['RCBX']
RCBXH3.R2_RCBXV3.L5,600A,['RCBX']
RCBXH3.R2_RCBXV3.R5,600A,['RCBX']
RCBXH3.R2_RCBXV3.L8,600A,['RCBX']
RCBXH3.R2_RCBXV3.R8,600A,['RCBX']
RCBXH3.L5_RCBXV1.L1,600A,['RCBX']
RCBXH3.L5_RCBXV1.R1,600A,['RCBX']
RCBXH3.L5_RCBXV1.L2,600A,['RCBX']
RCBXH3.L5_RCBXV1.R2,600A,['RCBX']
RCBXH3.L5_RCBXV1.L5,600A,['RCBX']
RCBXH3.L5_RCBXV1.R5,600A,['RCBX']
RCBXH3.L5_RCBXV2.L1,600A,['RCBX']
RCBXH3.L5_RCBXV2.R1,600A,['RCBX']
RCBXH3.L5_RCBXV2.L2,600A,['RCBX']
RCBXH3.L5_RCBXV2.R2,600A,['RCBX']
RCBXH3.L5_RCBXV2.L5,600A,['RCBX']
RCBXH3.L5_RCBXV2.R5,600A,['RCBX']
RCBXH3.L5_RCBXV2.L8,600A,['RCBX']
RCBXH3.L5_RCBXV2.R8,600A,['RCBX']
RCBXH3.L5_RCBXV3.L1,600A,['RCBX']
RCBXH3.L5_RCBXV3.R1,600A,['RCBX']
RCBXH3.L5_RCBXV3.L2,600A,['RCBX']
RCBXH3.L5_RCBXV3.R2,600A,['RCBX']
RCBXH3.L5_RCBXV3.L5,600A,['RCBX']
RCBXH3.L5_RCBXV3.R5,600A,['RCBX']
RCBXH3.L5_RCBXV3.L8,600A,['RCBX']
RCBXH3.L5_RCBXV3.R8,600A,['RCBX']
RCBXH3.R5_RCBXV1.L1,600A,['RCBX']
RCBXH3.R5_RCBXV1.R1,600A,['RCBX']
RCBXH3.R5_RCBXV1.L2,600A,['RCBX']
RCBXH3.R5_RCBXV1.R2,600A,['RCBX']
RCBXH3.R5_RCBXV1.L5,600A,['RCBX']
RCBXH3.R5_RCBXV1.R5,600A,['RCBX']
RCBXH3.R5_RCBXV2.L1,600A,['RCBX']
RCBXH3.R5_RCBXV2.R1,600A,['RCBX']
RCBXH3.R5_RCBXV2.L2,600A,['RCBX']
RCBXH3.R5_RCBXV2.R2,600A,['RCBX']
RCBXH3.R5_RCBXV2.L5,600A,['RCBX']
RCBXH3.R5_RCBXV2.R5,600A,['RCBX']
RCBXH3.R5_RCBXV2.L8,600A,['RCBX']
RCBXH3.R5_RCBXV2.R8,600A,['RCBX']
RCBXH3.R5_RCBXV3.L1,600A,['RCBX']
RCBXH3.R5_RCBXV3.R1,600A,['RCBX']
RCBXH3.R5_RCBXV3.L2,600A,['RCBX']
RCBXH3.R5_RCBXV3.R2,600A,['RCBX']
RCBXH3.R5_RCBXV3.L5,600A,['RCBX']
RCBXH3.R5_RCBXV3.R5,600A,['RCBX']
RCBXH3.R5_RCBXV3.L8,600A,['RCBX']
RCBXH3.R5_RCBXV3.R8,600A,['RCBX']
RCBXH3.L8_RCBXV1.L1,600A,['RCBX']
RCBXH3.L8_RCBXV1.R1,600A,['RCBX']
RCBXH3.L8_RCBXV1.L2,600A,['RCBX']
RCBXH3.L8_RCBXV1.R2,600A,['RCBX']
RCBXH3.L8_RCBXV1.L5,600A,['RCBX']
RCBXH3.L8_RCBXV1.R5,600A,['RCBX']
RCBXH3.L8_RCBXV2.L1,600A,['RCBX']
RCBXH3.L8_RCBXV2.R1,600A,['RCBX']
RCBXH3.L8_RCBXV2.L2,600A,['RCBX']
RCBXH3.L8_RCBXV2.R2,600A,['RCBX']
RCBXH3.L8_RCBXV2.L5,600A,['RCBX']
RCBXH3.L8_RCBXV2.R5,600A,['RCBX']
RCBXH3.L8_RCBXV2.L8,600A,['RCBX']
RCBXH3.L8_RCBXV2.R8,600A,['RCBX']
RCBXH3.L8_RCBXV3.L1,600A,['RCBX']
RCBXH3.L8_RCBXV3.R1,600A,['RCBX']
RCBXH3.L8_RCBXV3.L2,600A,['RCBX']
RCBXH3.L8_RCBXV3.R2,600A,['RCBX']
RCBXH3.L8_RCBXV3.L5,600A,['RCBX']
RCBXH3.L8_RCBXV3.R5,600A,['RCBX']
RCBXH3.L8_RCBXV3.L8,600A,['RCBX']
RCBXH3.L8_RCBXV3.R8,600A,['RCBX']
RCBXH3.R8_RCBXV1.L1,600A,['RCBX']
RCBXH3.R8_RCBXV1.R1,600A,['RCBX']
RCBXH3.R8_RCBXV1.L2,600A,['RCBX']
RCBXH3.R8_RCBXV1.R2,600A,['RCBX']
RCBXH3.R8_RCBXV1.L5,600A,['RCBX']
RCBXH3.R8_RCBXV1.R5,600A,['RCBX']
RCBXH3.R8_RCBXV2.L1,600A,['RCBX']
RCBXH3.R8_RCBXV2.R1,600A,['RCBX']
RCBXH3.R8_RCBXV2.L2,600A,['RCBX']
RCBXH3.R8_RCBXV2.R2,600A,['RCBX']
RCBXH3.R8_RCBXV2.L5,600A,['RCBX']
RCBXH3.R8_RCBXV2.R5,600A,['RCBX']
RCBXH3.R8_RCBXV2.L8,600A,['RCBX']
RCBXH3.R8_RCBXV2.R8,600A,['RCBX']
RCBXH3.R8_RCBXV3.L1,600A,['RCBX']
RCBXH3.R8_RCBXV3.R1,600A,['RCBX']
RCBXH3.R8_RCBXV3.L2,600A,['RCBX']
RCBXH3.R8_RCBXV3.R2,600A,['RCBX']
RCBXH3.R8_RCBXV3.L5,600A,['RCBX']
RCBXH3.R8_RCBXV3.R5,600A,['RCBX']
RCBXH3.R8_RCBXV3.L8,600A,['RCBX']
RCBXH3.R8_RCBXV3.R8,600A,['RCBX']
RQX.L1,RQX,['RQX']
RQX.L2,RQX,['RQX']
RQX.R8,RQX,['RQX']
RQX.L8,RQX,['RQX']
RQX.R2,RQX,['RQX']
RQX.R1,RQX,['RQX']
RQX.R5,RQX,['RQX']
RQX.L5,RQX,['RQX']
RQD_A12,RQ,
RQF_A12,RQ,
RQD_A23,RQ,
RQF_A23,RQ,
RQD_A34,RQ,
RQF_A34,RQ,
RQD_A45,RQ,
RQF_A45,RQ,
RQD_A56,RQ,
RQF_A56,RQ,
RQD_A67,RQ,
RQF_A67,RQ,
RQD_A78,RQ,
RQF_A78,RQ,
RQD_A81,RQ,
RQF_A81,RQ,
RQD.A12,RQ,
RQD.A23,RQ,
RQD.A34,RQ,
RQD.A45,RQ,
RQD.A56,RQ,
RQD.A67,RQ,
RQD.A78,RQ,
RQD.A81,RQ,
RQF.A12,RQ,
RQF.A23,RQ,
RQF.A34,RQ,
RQF.A45,RQ,
RQF.A56,RQ,
RQF.A67,RQ,
RQF.A78,RQ,
RQF.A81,RQ,
